,plot_id,sample_id,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Crop/ or not
15,139459159,543839990,28.851688746,-1.5519249119999998,False,2021-04-13 05:49,9.1 secs,Mapbox Satellite,,POINT(28.851688746 -1.551924912),Non-crop
16,139459160,543839991,28.962884679000002,-1.022311603,False,2021-04-13 05:49,8.7 secs,Mapbox Satellite,,POINT(28.962884679 -1.022311603),Non-crop
17,139459161,543626121,30.799937694,-1.024467216,True,2021-04-13 05:50,31.6 secs,,,POINT(30.799937694 -1.024467216),
18,139459162,543839992,30.592637524,-2.2862212019999997,False,2021-04-13 05:50,10.6 secs,Mapbox Satellite,,POINT(30.592637524 -2.286221202),Non-crop
19,139459163,543839993,28.751272596,-1.285695065,False,2021-04-13 05:50,4.4 secs,Mapbox Satellite,,POINT(28.751272596 -1.285695065),Non-crop
20,139459164,543839994,30.689640076,-1.023748678,False,2021-04-13 05:50,5.8 secs,Mapbox Satellite,,POINT(30.689640076 -1.023748678),Non-crop
21,139459165,543839995,29.432364332,-1.0787983859999999,False,2021-04-13 05:50,5.8 secs,Mapbox Satellite,,POINT(29.432364332 -1.078798386),Non-crop
22,139459166,543839996,29.697418424000002,-2.18013648,False,2021-04-13 05:50,16.7 secs,Mapbox Satellite,,POINT(29.697418424 -2.18013648),Cropland
23,139459167,543839997,30.853559366,-2.759552181,False,2021-04-13 05:51,4.2 secs,Mapbox Satellite,,POINT(30.853559366 -2.759552181),Non-crop
24,139459168,543839998,30.374737235,-1.238373082,False,2021-04-13 05:51,5.1 secs,Mapbox Satellite,,POINT(30.374737235 -1.238373082),Non-crop
25,139459169,543839999,30.745956695,-2.606042166,False,2021-04-13 05:51,8.8 secs,Mapbox Satellite,,POINT(30.745956695 -2.606042166),Non-crop
26,139459170,543840000,28.437986723,-1.0253653870000001,False,2021-04-13 05:51,4.4 secs,Mapbox Satellite,,POINT(28.437986723 -1.025365387),Non-crop
27,139459171,543840001,30.012860254,-2.811136545,False,2021-04-13 05:51,11.5 secs,Mapbox Satellite,,POINT(30.012860254 -2.811136545),Non-crop
28,139459172,543840002,29.80412278,-1.6024731540000001,False,2021-04-13 05:52,24.0 secs,Mapbox Satellite,,POINT(29.80412278 -1.602473154),Non-crop
29,139459173,543840003,28.535707926999997,-0.818271799,False,2021-04-13 05:52,7.0 secs,Mapbox Satellite,,POINT(28.535707927 -0.818271799),Non-crop
30,139459174,543840004,29.326378626999997,-1.865071125,False,2021-04-13 05:52,7.9 secs,Mapbox Satellite,,POINT(29.326378627 -1.865071125),Non-crop
31,139459175,543840005,29.587480132,-3.02373025,False,2021-04-13 05:52,10.5 secs,Mapbox Satellite,,POINT(29.587480132 -3.02373025),Non-crop
32,139459176,543840006,30.479105972,-1.026982096,False,2021-04-13 05:52,7.9 secs,Mapbox Satellite,,POINT(30.479105972 -1.026982096),Non-crop
33,139459177,543840007,30.797422411,-0.9753446020000001,False,2021-04-13 05:52,4.3 secs,Mapbox Satellite,,POINT(30.797422411 -0.975344602),Non-crop
34,139459178,543840008,29.278865498000002,-1.549769745,False,2021-04-13 05:52,3.5 secs,Mapbox Satellite,,POINT(29.278865498 -1.549769745),Non-crop
35,139459179,543840009,29.640383153000002,-2.763500178,False,2021-04-13 05:53,15.3 secs,Mapbox Satellite,,POINT(29.640383153 -2.763500178),Cropland
36,139459180,543840010,30.382283083,-1.92225481,False,2021-04-13 05:53,13.7 secs,Mapbox Satellite,,POINT(30.382283083 -1.92225481),Non-crop
37,139459181,543840011,28.542535123,-1.6531997369999998,False,2021-04-13 05:53,5.4 secs,Mapbox Satellite,,POINT(28.542535123 -1.653199737),Non-crop
38,139459182,543840012,29.69544213,-1.9690223080000002,False,2021-04-13 05:53,34.2 secs,Mapbox Satellite,,POINT(29.69544213 -1.969022308),Cropland
39,139459183,543840013,28.540199503,-2.650633726,False,2021-04-13 05:54,15.7 secs,Mapbox Satellite,,POINT(28.540199503 -2.650633726),Non-crop
40,139459184,543840014,28.434393462,-1.239989671,False,2021-04-13 05:54,5.0 secs,Mapbox Satellite,,POINT(28.434393462 -1.239989671),Non-crop
41,139459185,543840015,29.954387679,-1.4983222369999998,False,2021-04-13 05:54,8.8 secs,Mapbox Satellite,,POINT(29.954387679 -1.498322237),Non-crop
42,139459186,543840016,29.166411924000002,-2.704914713,False,2021-04-13 05:54,10.2 secs,Mapbox Satellite,,POINT(29.166411924 -2.704914713),Cropland
43,139459187,543840017,30.382462745999998,-2.759372726,False,2021-04-13 05:54,7.9 secs,Mapbox Satellite,,POINT(30.382462746 -2.759372726),Non-crop
44,139459188,543840018,30.640509979,-1.49652622,False,2021-04-13 05:55,12.7 secs,Mapbox Satellite,,POINT(30.640509979 -1.49652622),Non-crop
45,139459189,543626149,28.909083343000002,-2.4971103130000003,True,2021-04-13 05:55,38.7 secs,,,POINT(28.909083343 -2.497110313),
46,139459190,543840019,28.591665219,-1.601754783,False,2021-04-13 05:56,16.8 secs,Mapbox Satellite,,POINT(28.591665219 -1.601754783),Non-crop
47,139459191,543840020,28.856000659,-2.023509206,False,2021-04-13 05:56,5.7 secs,Mapbox Satellite,,POINT(28.856000659 -2.023509206),Non-crop
48,139459192,543840021,29.53799071,-1.9762045719999999,False,2021-04-13 05:56,5.4 secs,Mapbox Satellite,,POINT(29.53799071 -1.976204572),Non-crop
49,139459193,543840022,30.060373383,-2.657094659,False,2021-04-13 05:56,5.3 secs,Mapbox Satellite,,POINT(30.060373383 -2.657094659),Non-crop
50,139459194,543840023,28.909801995,-2.182829473,False,2021-04-13 05:56,8.6 secs,Mapbox Satellite,,POINT(28.909801995 -2.182829473),Non-crop
51,139459195,543840024,30.794907128000002,-1.130793422,False,2021-04-13 05:57,32.1 secs,Mapbox Satellite,,POINT(30.794907128 -1.130793422),Non-crop
52,139459196,543840025,29.747806162,-2.708324503,False,2021-04-13 05:58,67.9 secs,Mapbox Satellite,,POINT(29.747806162 -2.708324503),Non-crop
53,139459197,543840026,29.905437245,-2.812931012,False,2021-04-13 05:58,10.7 secs,Mapbox Satellite,,POINT(29.905437245 -2.812931012),Non-crop
54,139459198,543840027,30.960263723,-1.869201181,False,2021-04-13 05:58,5.3 secs,Mapbox Satellite,,POINT(30.960263723 -1.869201181),Non-crop
55,139459199,543626159,30.479644960999998,-2.812572119,True,2021-04-13 07:16,4663.3 secs,,,POINT(30.479644961 -2.812572119),
56,139459200,543841449,28.904951093,-2.338004052,False,2021-04-13 07:16,5.1 secs,Mapbox Satellite,,POINT(28.904951093 -2.338004052),Cropland
57,139459201,543841450,30.794547801999997,-1.2337029290000001,False,2021-04-13 07:16,4.7 secs,Mapbox Satellite,,POINT(30.794547802 -1.233702929),Non-crop
58,139459202,543841451,30.53775821,-2.442461476,False,2021-04-13 07:16,5.3 secs,Mapbox Satellite,,POINT(30.53775821 -2.442461476),Non-crop
59,139459203,543841452,30.638713349,-1.393807147,False,2021-04-13 07:16,12.0 secs,Mapbox Satellite,,POINT(30.638713349 -1.393807147),Non-crop
60,139459204,543847446,28.647263186,-2.236052222,False,2021-04-13 12:43,19624.7 secs,Mapbox Satellite,,POINT(28.647263186 -2.236052222),Non-crop
61,139459205,543841484,29.06689409,-1.812374916,False,2021-04-13 09:46,55.7 secs,Mapbox Satellite,,POINT(29.06689409 -1.812374916),Non-crop
62,139459206,543841482,28.541457144000002,-1.552104509,False,2021-04-13 09:45,6.2 secs,Mapbox Satellite,,POINT(28.541457144 -1.552104509),Non-crop
63,139459207,543841483,30.901252158000002,-1.8166846669999999,False,2021-04-13 09:45,13.7 secs,Mapbox Satellite,,POINT(30.901252158 -1.816684667),Non-crop
64,139459208,543841489,29.855049506999997,-1.814888939,False,2021-04-13 09:49,195.4 secs,Mapbox Satellite,,POINT(29.855049507 -1.814888939),Non-crop
65,139459209,543847371,30.902330137,-1.3918314369999998,False,2021-04-13 12:02,70.7 secs,Mapbox Satellite,,POINT(30.902330137 -1.391831437),Cropland
66,139459210,543847372,28.800582356,-2.186420123,False,2021-04-13 12:03,39.9 secs,Mapbox Satellite,,POINT(28.800582356 -2.186420123),Cropland
67,139459211,543847373,31.011370113,-2.703299546,False,2021-04-13 12:03,17.2 secs,Mapbox Satellite,,POINT(31.011370113 -2.703299546),Non-crop
68,139459212,543847374,29.226860793,-2.548167175,False,2021-04-13 12:03,3.6 secs,Mapbox Satellite,,POINT(29.226860793 -2.548167175),Non-crop
69,139459213,543847375,29.277068868,-1.606065007,False,2021-04-13 12:04,22.6 secs,Mapbox Satellite,,POINT(29.277068868 -1.606065007),Non-crop
70,139459214,543847376,29.646491697,-2.813289905,False,2021-04-13 12:04,19.8 secs,Mapbox Satellite,,POINT(29.646491697 -2.813289905),Cropland
71,139459215,543847377,30.058756415,-2.3885284419999997,False,2021-04-13 12:04,4.9 secs,Mapbox Satellite,,POINT(30.058756415 -2.388528442),Non-crop
72,139459216,543847378,28.751092933000002,-1.030934046,False,2021-04-13 12:04,7.5 secs,Mapbox Satellite,,POINT(28.751092933 -1.030934046),Non-crop
73,139459217,543847379,29.803224465,-2.5506799680000003,False,2021-04-13 12:05,14.6 secs,Mapbox Satellite,,POINT(29.803224465 -2.550679968),Cropland
74,139459218,543847380,29.695621793,-1.128997141,False,2021-04-13 12:05,12.9 secs,Mapbox Satellite,,POINT(29.695621793 -1.128997141),Cropland
75,139459219,543847381,30.586349317,-2.867563467,False,2021-04-13 12:06,90.3 secs,Mapbox Satellite,,POINT(30.586349317 -2.867563467),Non-crop
76,139459220,543847382,28.437627396999996,-2.02422741,False,2021-04-13 12:07,8.0 secs,Mapbox Satellite,,POINT(28.437627397 -2.02422741),Non-crop
77,139459221,543847385,29.121593740999998,-2.704914713,False,2021-04-13 12:07,26.5 secs,Mapbox Satellite,,POINT(29.121593741 -2.704914713),Non-crop
78,139459222,543847387,29.698855728,-1.077181705,False,2021-04-13 12:07,4.2 secs,Mapbox Satellite,,POINT(29.698855728 -1.077181705),Non-crop
79,139459223,543847426,30.480363613,-2.496751329,False,2021-04-13 12:22,901.2 secs,Mapbox Satellite,,POINT(30.480363613 -2.496751329),Non-crop
80,139459224,543847427,29.275272237,-2.284964562,False,2021-04-13 12:23,14.3 secs,Mapbox Satellite,,POINT(29.275272237 -2.284964562),Non-crop
81,139459225,543847428,29.903820278,-2.9141189589999996,False,2021-04-13 12:23,15.5 secs,Mapbox Satellite,,POINT(29.903820278 -2.914118959),Non-crop
82,139459226,543847442,30.325427475,-1.866328099,False,2021-04-13 12:40,1058.4 secs,Mapbox Satellite,,POINT(30.325427475 -1.866328099),Non-crop
83,139459227,543847443,30.219441771,-0.865959439,False,2021-04-13 12:42,112.4 secs,Mapbox Satellite,,POINT(30.219441771 -0.865959439),Cropland
84,139459228,543847444,29.483830048,-0.971572222,False,2021-04-13 12:43,12.9 secs,Mapbox Satellite,,POINT(29.483830048 -0.971572222),Cropland
85,139459229,543847445,29.118719132,-1.497424228,False,2021-04-13 12:43,43.4 secs,Mapbox Satellite w/ Labels,,POINT(29.118719132 -1.497424228),Non-crop
86,139459230,543847448,29.060605883,-1.3918314369999998,False,2021-04-13 12:44,47.1 secs,Mapbox Satellite,,POINT(29.060605883 -1.391831437),Cropland
87,139459231,543847449,30.483417885,-2.917707568,False,2021-04-13 12:45,81.7 secs,Mapbox Satellite,,POINT(30.483417885 -2.917707568),Non-crop
88,139459232,543847451,28.857437964000002,-2.127988989,False,2021-04-13 12:46,80.0 secs,Mapbox Satellite,,POINT(28.857437964 -2.127988989),Non-crop
89,139459233,543847460,29.278685835,-1.976563684,False,2021-04-13 12:47,90.7 secs,Mapbox Satellite,,POINT(29.278685835 -1.976563684),Non-crop
90,139459234,543847453,30.694311315,-2.125295899,False,2021-04-13 12:46,4.4 secs,Mapbox Satellite,,POINT(30.694311315 -2.125295899),Non-crop
91,139459235,543847454,29.750141781,-1.60157519,False,2021-04-13 12:46,19.3 secs,Mapbox Satellite,,POINT(29.750141781 -1.60157519),Cropland
92,139459236,543847455,29.167489902,-1.9226139340000001,False,2021-04-13 12:46,5.7 secs,Mapbox Satellite,,POINT(29.167489902 -1.922613934),Non-crop
93,139459237,543847456,28.855102344000002,-2.968028854,False,2021-04-13 12:47,5.3 secs,Mapbox Satellite,,POINT(28.855102344 -2.968028854),Non-crop
94,139459238,543847457,28.590587240999998,-2.1779820830000003,False,2021-04-13 12:47,4.5 secs,Mapbox Satellite,,POINT(28.590587241 -2.177982083),Non-crop
95,139459239,543847458,30.484855189,-0.919574601,False,2021-04-13 12:47,6.7 secs,Mapbox Satellite,,POINT(30.484855189 -0.919574601),Cropland
96,139459240,543847459,29.013991069,-2.234256958,False,2021-04-13 12:47,6.4 secs,Mapbox Satellite,,POINT(29.013991069 -2.234256958),Cropland
97,139459241,543847464,30.272344792,-3.01888609,False,2021-04-13 12:49,100.0 secs,Mapbox Satellite,,POINT(30.272344792 -3.01888609),Non-crop
98,139459242,543847462,30.796344431999998,-2.079969266,False,2021-04-13 12:48,46.0 secs,Mapbox Satellite,,POINT(30.796344432 -2.079969266),Non-crop
99,139459243,543847463,29.064917796,-1.128099,False,2021-04-13 12:49,15.4 secs,Mapbox Satellite,,POINT(29.064917796 -1.128099),Non-crop
100,139459244,543847482,30.587606959000002,-2.867563467,False,2021-04-13 12:53,255.7 secs,Mapbox Satellite,,POINT(30.587606959 -2.867563467),Non-crop
101,139459245,543847466,29.482392743000002,-1.07790023,False,2021-04-13 12:49,25.6 secs,Mapbox Satellite,,POINT(29.482392743 -1.07790023),Non-crop
102,139459246,543847467,30.641767621,-1.496346618,False,2021-04-13 12:49,3.7 secs,Mapbox Satellite,,POINT(30.641767621 -1.496346618),Non-crop
103,139459247,543847468,30.531649666,-1.76003633,False,2021-04-13 12:49,5.2 secs,Mapbox Satellite,,POINT(30.531649666 -1.76003633),Non-crop
104,139459248,543626208,30.695389294,-0.9782187929999999,True,2021-04-13 12:50,31.8 secs,,,POINT(30.695389294 -0.978218793),
105,139459249,543847469,31.004542917,-0.866678009,False,2021-04-13 12:50,4.9 secs,Mapbox Satellite,,POINT(31.004542917 -0.866678009),Non-crop
106,139459250,543847470,30.427280929000002,-2.496930821,False,2021-04-13 12:50,4.9 secs,Mapbox Satellite,,POINT(30.427280929 -2.496930821),Non-crop
107,139459251,543847471,28.908185028000002,-1.236756492,False,2021-04-13 12:50,8.4 secs,Mapbox Satellite,,POINT(28.908185028 -1.236756492),Cropland
108,139459252,543847472,29.011296123,-1.3905741669999998,False,2021-04-13 12:51,15.3 secs,Mapbox Satellite,,POINT(29.011296123 -1.390574167),Non-crop
109,139459253,543847473,29.218775955,-1.500657057,False,2021-04-13 12:51,5.0 secs,Mapbox Satellite,,POINT(29.218775955 -1.500657057),Non-crop
110,139459254,543847474,30.219262108000002,-2.654761548,False,2021-04-13 12:51,12.1 secs,Mapbox Satellite,,POINT(30.219262108 -2.654761548),Non-crop
111,139459255,543847475,30.171389653000002,-2.3414148040000002,False,2021-04-13 12:51,4.3 secs,Mapbox Satellite,,POINT(30.171389653 -2.341414804),Non-crop
112,139459256,543847476,30.434826778,-2.654223137,False,2021-04-13 12:51,8.5 secs,Mapbox Satellite,,POINT(30.434826778 -2.654223137),Non-crop
113,139459257,543847477,30.220699412,-1.2900058890000001,False,2021-04-13 12:51,5.9 secs,Mapbox Satellite,,POINT(30.220699412 -1.290005889),Non-crop
114,139459258,543847478,30.375096561,-1.867764641,False,2021-04-13 12:51,4.3 secs,Mapbox Satellite,,POINT(30.375096561 -1.867764641),Non-crop
115,139459259,543847479,30.380127126999998,-0.918856041,False,2021-04-13 12:52,14.5 secs,Mapbox Satellite,,POINT(30.380127127 -0.918856041),Non-crop
116,139459260,543847480,28.49071008,-2.44533347,False,2021-04-13 12:52,4.9 secs,Mapbox Satellite,,POINT(28.49071008 -2.44533347),Non-crop
117,139459261,543847481,30.009985645,-1.130613794,False,2021-04-13 12:52,4.5 secs,Mapbox Satellite,,POINT(30.009985645 -1.130613794),Non-crop
118,139459262,543847646,30.748292314,-0.812702809,False,2021-04-13 13:51,3563.0 secs,Mapbox Satellite,,POINT(30.748292314 -0.812702809),Non-crop
119,139459263,543847488,29.224165847,-1.341817262,False,2021-04-13 12:57,169.4 secs,Mapbox Satellite w/ Labels,,POINT(29.224165847 -1.341817262),Non-crop
120,139459264,543847489,30.00908733,-1.707157525,False,2021-04-13 12:58,67.6 secs,Mapbox Satellite,,POINT(30.00908733 -1.707157525),Non-crop
121,139459265,543626225,30.270368498000003,-1.025545022,True,2021-04-13 13:01,204.7 secs,,,POINT(30.270368498 -1.025545022),
122,139459266,543847494,30.801195335,-2.23515459,False,2021-04-13 13:03,132.0 secs,Mapbox Satellite,,POINT(30.801195335 -2.23515459),Non-crop
123,139459267,543847495,29.42931006,-2.912683512,False,2021-04-13 13:04,10.9 secs,Mapbox Satellite,,POINT(29.42931006 -2.912683512),Non-crop
124,139459268,543847496,29.323144692,-0.9179578409999999,False,2021-04-13 13:04,14.9 secs,Mapbox Satellite,,POINT(29.323144692 -0.917957841),Non-crop
125,139459269,543847497,28.910161321,-2.861462556,False,2021-04-13 13:04,32.2 secs,Mapbox Satellite,,POINT(28.910161321 -2.861462556),Non-crop
126,139459270,543847498,28.587892295,-1.180811654,False,2021-04-13 13:04,5.6 secs,Mapbox Satellite,,POINT(28.587892295 -1.180811654),Non-crop
127,139459271,543847499,29.744033238000004,-2.39193907,False,2021-04-13 13:05,17.3 secs,Mapbox Satellite,,POINT(29.744033238 -2.39193907),Cropland
128,139459272,543847500,28.746601357,-1.96830408,False,2021-04-13 13:05,14.3 secs,Mapbox Satellite,,POINT(28.746601357 -1.96830408),Non-crop
129,139459273,543847502,30.221058739,-1.4454366730000001,False,2021-04-13 13:06,46.0 secs,Mapbox Satellite,,POINT(30.221058739 -1.445436673),Cropland
130,139459274,543847503,28.483882884,-0.97175186,False,2021-04-13 13:06,4.9 secs,Mapbox Satellite,,POINT(28.483882884 -0.97175186),Non-crop
131,139459275,543847508,30.481800918,-1.3916518269999998,False,2021-04-13 13:07,45.3 secs,Mapbox Satellite,,POINT(30.481800918 -1.391651827),Non-crop
132,139459276,543847522,29.804482107,-1.9704587630000001,False,2021-04-13 13:09,161.6 secs,Mapbox Satellite w/ Labels,,POINT(29.804482107 -1.970458763),Non-crop
133,139459277,543847523,28.855102344000002,-2.7636796319999997,False,2021-04-13 13:10,21.2 secs,Mapbox Satellite,,POINT(28.855102344 -2.763679632),Cropland
134,139459278,543847524,30.01321958,-2.336029402,False,2021-04-13 13:10,13.3 secs,Mapbox Satellite,,POINT(30.01321958 -2.336029402),Cropland
135,139459279,543847525,29.798912551999997,-2.546192834,False,2021-04-13 13:11,43.5 secs,Mapbox Satellite,,POINT(29.798912552 -2.546192834),Non-crop
136,139459280,543847530,29.121593740999998,-1.765603249,False,2021-04-13 13:12,68.0 secs,Mapbox Satellite w/ Labels,,POINT(29.121593741 -1.765603249),Non-crop
137,139459281,543847534,30.329559726,-0.761960537,False,2021-04-13 13:13,54.1 secs,Mapbox Satellite w/ Labels,,POINT(30.329559726 -0.761960537),Non-crop
138,139459282,543847535,29.961933527,-2.127270832,False,2021-04-13 13:13,15.5 secs,Mapbox Satellite,,POINT(29.961933527 -2.127270832),Cropland
139,139459283,543847536,29.534397449,-1.395782855,False,2021-04-13 13:13,14.0 secs,Mapbox Satellite,,POINT(29.534397449 -1.395782855),Non-crop
140,139459284,543847538,28.596156796,-2.2306664240000003,False,2021-04-13 13:14,10.5 secs,Mapbox Satellite,,POINT(28.596156796 -2.230666424),Non-crop
141,139459285,543847539,28.752170911999997,-1.707337109,False,2021-04-13 13:15,27.1 secs,Mapbox Satellite,,POINT(28.752170912 -1.707337109),Non-crop
142,139459286,543847540,29.436137256,-1.8150685119999999,False,2021-04-13 13:16,87.0 secs,Planet Monthly Mosaics,,POINT(29.436137256 -1.815068512),Non-crop
143,139459287,543847545,29.436316919,-1.076822442,False,2021-04-13 13:17,42.9 secs,Planet Monthly Mosaics,,POINT(29.436316919 -1.076822442),Cropland
144,139459288,543847546,30.431233517,-1.02464685,False,2021-04-13 13:18,74.3 secs,Planet Monthly Mosaics,,POINT(30.431233517 -1.02464685),Non-crop
145,139459289,543847547,29.06455847,-2.391221044,False,2021-04-13 13:18,18.9 secs,Mapbox Satellite,,POINT(29.06455847 -2.391221044),Non-crop
146,139459290,543847548,28.438705375,-2.492981981,False,2021-04-13 13:19,7.9 secs,Mapbox Satellite,,POINT(28.438705375 -2.492981981),Non-crop
147,139459291,543847549,28.752709901,-2.867742905,False,2021-04-13 13:20,107.2 secs,Mapbox Satellite w/ Labels,,POINT(28.752709901 -2.867742905),Cropland
148,139459292,543847550,30.065583611999998,-2.605862689,False,2021-04-13 13:22,76.2 secs,Mapbox Satellite,,POINT(30.065583612 -2.605862689),Cropland
149,139459293,543847551,29.902921963,-2.759013817,False,2021-04-13 13:22,7.1 secs,Mapbox Satellite,,POINT(29.902921963 -2.759013817),Cropland
150,139459294,543847552,30.008368678000004,-1.026263559,False,2021-04-13 13:22,24.5 secs,Mapbox Satellite,,POINT(30.008368678 -1.026263559),Non-crop
151,139459295,543847553,28.540738492,-2.756860357,False,2021-04-13 13:23,13.4 secs,Mapbox Satellite,,POINT(28.540738492 -2.756860357),Non-crop
152,139459296,543847554,30.638533686,-1.027341364,False,2021-04-13 13:23,12.2 secs,Mapbox Satellite,,POINT(30.638533686 -1.027341364),Cropland
153,139459297,543847555,28.801480671,-1.4968854230000002,False,2021-04-13 13:23,15.8 secs,Mapbox Satellite,,POINT(28.801480671 -1.496885423),Non-crop
154,139459298,543847556,29.276529879,-1.9235117430000002,False,2021-04-13 13:23,27.1 secs,Mapbox Satellite,,POINT(29.276529879 -1.923511743),Non-crop
155,139459299,543847558,28.745882705,-0.8702708570000001,False,2021-04-13 13:24,5.5 secs,Mapbox Satellite,,POINT(28.745882705 -0.870270857),Non-crop
156,139459300,543847563,29.59089373,-1.6085793,False,2021-04-13 13:24,26.3 secs,Mapbox Satellite,,POINT(29.59089373 -1.6085793),Non-crop
157,139459301,543847564,30.645181219,-1.130613794,False,2021-04-13 13:26,133.3 secs,Mapbox Satellite,,POINT(30.645181219 -1.130613794),Cropland
158,139459302,543847565,28.486757493000002,-2.96946423,False,2021-04-13 13:26,4.1 secs,Mapbox Satellite,,POINT(28.486757493 -2.96946423),Non-crop
159,139459303,543847566,28.591844881999997,-2.860744799,False,2021-04-13 13:26,8.9 secs,Mapbox Satellite,,POINT(28.591844882 -2.860744799),Non-crop
160,139459304,543847567,28.908185028000002,-1.1343859809999999,False,2021-04-13 13:27,6.8 secs,Mapbox Satellite,,POINT(28.908185028 -1.134385981),Non-crop
161,139459305,543847568,28.802378986,-0.92083208,False,2021-04-13 13:27,3.8 secs,Mapbox Satellite,,POINT(28.802378986 -0.92083208),Non-crop
162,139459306,543847569,30.847989811999998,-1.6573302630000002,False,2021-04-13 13:28,60.2 secs,Mapbox Satellite,,POINT(30.847989812 -1.657330263),Non-crop
163,139459307,543847570,29.218775955,-2.7076066539999997,False,2021-04-13 13:28,9.9 secs,Mapbox Satellite,,POINT(29.218775955 -2.707606654),Cropland
164,139459308,543847571,30.953795853000003,-2.553372241,False,2021-04-13 13:28,6.9 secs,Mapbox Satellite,,POINT(30.953795853 -2.553372241),Non-crop
165,139459309,543847572,28.487116819,-0.9213709990000001,False,2021-04-13 13:28,7.8 secs,Mapbox Satellite,,POINT(28.487116819 -0.921370999),Non-crop
166,139459310,543847573,29.436855908000002,-2.2310254780000003,False,2021-04-13 13:28,15.6 secs,Mapbox Satellite,,POINT(29.436855908 -2.231025478),Cropland
167,139459311,543847574,29.536733068,-2.8646924539999996,False,2021-04-13 13:29,14.0 secs,Mapbox Satellite,,POINT(29.536733068 -2.864692454),Non-crop
168,139459312,543847575,28.957315124,-2.0763783680000003,False,2021-04-13 13:30,3.5 secs,Mapbox Satellite,,POINT(28.957315124 -2.076378368),Non-crop
169,139459313,543847576,29.697598087,-1.393088707,False,2021-04-13 13:30,42.9 secs,Mapbox Satellite,,POINT(29.697598087 -1.393088707),Non-crop
170,139459314,543847579,29.962292853,-2.494417924,False,2021-04-13 13:34,252.6 secs,Mapbox Satellite w/ Labels,,POINT(29.962292853 -2.494417924),Non-crop
171,139459315,543847580,29.746189194,-1.75895886,False,2021-04-13 13:35,4.7 secs,Mapbox Satellite w/ Labels,,POINT(29.746189194 -1.75895886),Non-crop
172,139459316,543847581,30.222136716999998,-1.3921906569999998,False,2021-04-13 13:35,30.0 secs,Mapbox Satellite,,POINT(30.222136717 -1.392190657),Cropland
173,139459317,543847582,29.011296123,-1.552643301,False,2021-04-13 13:35,21.1 secs,Mapbox Satellite,,POINT(29.011296123 -1.552643301),Cropland
174,139459318,543847583,28.753967541999998,-2.125834517,False,2021-04-13 13:36,3.8 secs,Mapbox Satellite,,POINT(28.753967542 -2.125834517),Non-crop
175,139459319,543847584,30.010524634,-1.076642811,False,2021-04-13 13:36,7.7 secs,Mapbox Satellite,,POINT(30.010524634 -1.076642811),Non-crop
176,139459320,543847585,29.696520109,-1.65840779,False,2021-04-13 13:36,8.7 secs,Mapbox Satellite,,POINT(29.696520109 -1.65840779),Cropland
