,plot_id,sample_id,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Crop/ or not,Confidence level
32,139241416,540531537,30.479105972,-1.026982096,False,2021-03-06 21:26,27.0 secs,Mapbox Satellite,,POINT(30.479105972 -1.026982096),Cropland,fairly confident
33,139241417,540531538,30.797422411,-0.9753446020000001,False,2021-03-06 21:26,40.9 secs,Mapbox Satellite,,POINT(30.797422411 -0.975344602),Cropland,somewhat confident
34,139241418,540531539,29.278865498000002,-1.549769745,False,2021-03-06 21:26,4.4 secs,Mapbox Satellite,,POINT(29.278865498 -1.549769745),Non-crop,completely confident
35,139241419,540531540,29.640383153000002,-2.763500178,False,2021-03-06 21:27,23.9 secs,Mapbox Satellite,,POINT(29.640383153 -2.763500178),Non-crop,fairly confident
36,139241420,540531541,30.382283083,-1.92225481,False,2021-03-06 21:27,26.7 secs,Mapbox Satellite,,POINT(30.382283083 -1.92225481),Cropland,not confident
37,139241421,540531542,28.542535123,-1.6531997369999998,False,2021-03-06 21:27,5.1 secs,Mapbox Satellite,,POINT(28.542535123 -1.653199737),Non-crop,fairly confident
38,139241422,540531543,29.69544213,-1.9690223080000002,False,2021-03-06 21:28,57.8 secs,Mapbox Satellite,,POINT(29.69544213 -1.969022308),Non-crop,slightly confident
39,139241423,540531544,28.540199503,-2.650633726,False,2021-03-06 21:28,14.0 secs,Mapbox Satellite,,POINT(28.540199503 -2.650633726),Non-crop,fairly confident
40,139241424,540531545,28.434393462,-1.239989671,False,2021-03-06 21:29,6.7 secs,Mapbox Satellite,,POINT(28.434393462 -1.239989671),Non-crop,completely confident
41,139241425,540531546,29.954387679,-1.4983222369999998,False,2021-03-06 21:29,15.0 secs,Mapbox Satellite,,POINT(29.954387679 -1.498322237),Non-crop,fairly confident
42,139241426,540531547,29.166411924000002,-2.704914713,False,2021-03-06 21:29,23.1 secs,Mapbox Satellite,,POINT(29.166411924 -2.704914713),Cropland,fairly confident
43,139241427,540531548,30.382462745999998,-2.759372726,False,2021-03-06 21:30,44.4 secs,Mapbox Satellite,,POINT(30.382462746 -2.759372726),Cropland,fairly confident
44,139241428,540531549,30.640509979,-1.49652622,False,2021-03-06 21:30,14.8 secs,Mapbox Satellite,,POINT(30.640509979 -1.49652622),Non-crop,fairly confident
45,139241429,540531550,28.909083343000002,-2.4971103130000003,False,2021-03-06 21:30,12.5 secs,Mapbox Satellite,,POINT(28.909083343 -2.497110313),Non-crop,fairly confident
46,139241430,540531551,28.591665219,-1.601754783,False,2021-03-06 21:31,6.7 secs,Mapbox Satellite,,POINT(28.591665219 -1.601754783),Non-crop,completely confident
47,139241431,540531552,28.856000659,-2.023509206,False,2021-03-06 21:33,117.6 secs,Mapbox Satellite,,POINT(28.856000659 -2.023509206),Non-crop,completely confident
48,139241432,540531553,29.53799071,-1.9762045719999999,False,2021-03-06 21:33,10.1 secs,Mapbox Satellite,,POINT(29.53799071 -1.976204572),Non-crop,fairly confident
49,139241433,540531554,30.060373383,-2.657094659,False,2021-03-06 21:36,173.4 secs,Mapbox Satellite,,POINT(30.060373383 -2.657094659),Cropland,slightly confident
50,139241434,540531555,28.909801995,-2.182829473,False,2021-03-06 21:36,4.2 secs,Mapbox Satellite,,POINT(28.909801995 -2.182829473),Non-crop,completely confident
51,139241435,540531556,30.794907128000002,-1.130793422,False,2021-03-06 21:36,6.9 secs,Mapbox Satellite,,POINT(30.794907128 -1.130793422),Non-crop,fairly confident
52,139241436,540531557,29.747806162,-2.708324503,False,2021-03-06 21:36,13.5 secs,Mapbox Satellite,,POINT(29.747806162 -2.708324503),Non-crop,fairly confident
53,139241437,540531558,29.905437245,-2.812931012,False,2021-03-06 21:39,154.5 secs,Mapbox Satellite,,POINT(29.905437245 -2.812931012),Non-crop,somewhat confident
54,139241438,540531559,30.960263723,-1.869201181,False,2021-03-06 21:39,12.2 secs,Mapbox Satellite,,POINT(30.960263723 -1.869201181),Non-crop,slightly confident
55,139241439,540531560,30.479644960999998,-2.812572119,False,2021-03-06 21:39,11.3 secs,Mapbox Satellite,,POINT(30.479644961 -2.812572119),Cropland,fairly confident
56,139241440,540531561,28.904951093,-2.338004052,False,2021-03-06 21:39,6.0 secs,Mapbox Satellite,,POINT(28.904951093 -2.338004052),Cropland,completely confident
57,139241441,540531562,30.794547801999997,-1.2337029290000001,False,2021-03-06 21:47,487.1 secs,Mapbox Satellite,,POINT(30.794547802 -1.233702929),Non-crop,slightly confident
58,139241442,540531563,30.53775821,-2.442461476,False,2021-03-06 21:50,140.9 secs,Mapbox Satellite,,POINT(30.53775821 -2.442461476),Cropland,somewhat confident
59,139241443,540531564,30.638713349,-1.393807147,False,2021-03-06 21:50,45.2 secs,Mapbox Satellite,,POINT(30.638713349 -1.393807147),Non-crop,fairly confident
60,139241444,540531565,28.647263186,-2.236052222,False,2021-03-06 21:51,3.9 secs,Mapbox Satellite,,POINT(28.647263186 -2.236052222),Non-crop,completely confident
61,139241445,540531566,29.06689409,-1.812374916,False,2021-03-06 21:51,4.8 secs,Mapbox Satellite,,POINT(29.06689409 -1.812374916),Non-crop,completely confident
62,139241446,540531567,28.541457144000002,-1.552104509,False,2021-03-06 21:51,5.0 secs,Mapbox Satellite,,POINT(28.541457144 -1.552104509),Non-crop,completely confident
63,139241447,540531568,30.901252158000002,-1.8166846669999999,False,2021-03-06 21:51,22.7 secs,Mapbox Satellite,,POINT(30.901252158 -1.816684667),Non-crop,fairly confident
64,139241448,540531569,29.855049506999997,-1.814888939,False,2021-03-06 21:51,14.5 secs,Mapbox Satellite,,POINT(29.855049507 -1.814888939),Cropland,slightly confident
65,139241449,540531570,30.902330137,-1.3918314369999998,False,2021-03-06 21:51,5.2 secs,Mapbox Satellite,,POINT(30.902330137 -1.391831437),Cropland,completely confident
66,139241450,540531571,28.800582356,-2.186420123,False,2021-03-06 21:52,40.5 secs,Mapbox Satellite,,POINT(28.800582356 -2.186420123),Non-crop,fairly confident
67,139241451,540531572,31.011370113,-2.703299546,False,2021-03-06 21:53,39.6 secs,Mapbox Satellite,,POINT(31.011370113 -2.703299546),Cropland,fairly confident
68,139241452,540531573,29.226860793,-2.548167175,False,2021-03-06 21:53,4.3 secs,Mapbox Satellite,,POINT(29.226860793 -2.548167175),Non-crop,completely confident
69,139241453,540531574,29.277068868,-1.606065007,False,2021-03-06 21:53,8.3 secs,Mapbox Satellite,,POINT(29.277068868 -1.606065007),Cropland,completely confident
70,139241454,540531575,29.646491697,-2.813289905,False,2021-03-06 21:53,10.1 secs,Mapbox Satellite,,POINT(29.646491697 -2.813289905),Cropland,completely confident
71,139241455,540531576,30.058756415,-2.3885284419999997,False,2021-03-06 21:53,5.1 secs,Mapbox Satellite,,POINT(30.058756415 -2.388528442),Non-crop,completely confident
72,139241456,540531577,28.751092933000002,-1.030934046,False,2021-03-06 21:53,3.8 secs,Mapbox Satellite,,POINT(28.751092933 -1.030934046),Non-crop,completely confident
73,139241457,540531578,29.803224465,-2.5506799680000003,False,2021-03-06 21:54,10.1 secs,Mapbox Satellite,,POINT(29.803224465 -2.550679968),Cropland,fairly confident
74,139241458,540531579,29.695621793,-1.128997141,False,2021-03-06 21:54,7.5 secs,Mapbox Satellite,,POINT(29.695621793 -1.128997141),Cropland,completely confident
75,139241459,540532382,30.586349317,-2.867563467,False,2021-03-06 22:23,1774.0 secs,Mapbox Satellite,,POINT(30.586349317 -2.867563467),Non-crop,slightly confident
76,139241460,540532383,28.437627396999996,-2.02422741,False,2021-03-06 22:23,5.0 secs,Mapbox Satellite,,POINT(28.437627397 -2.02422741),Non-crop,completely confident
77,139241461,540532384,29.121593740999998,-2.704914713,False,2021-03-06 22:24,19.2 secs,Mapbox Satellite,,POINT(29.121593741 -2.704914713),Non-crop,fairly confident
78,139241462,540532385,29.698855728,-1.077181705,False,2021-03-06 22:24,5.5 secs,Mapbox Satellite,,POINT(29.698855728 -1.077181705),Non-crop,completely confident
79,139241463,540532386,30.480363613,-2.496751329,False,2021-03-06 22:24,7.8 secs,Mapbox Satellite,,POINT(30.480363613 -2.496751329),Cropland,completely confident
80,139241464,540532387,29.275272237,-2.284964562,False,2021-03-06 22:24,16.3 secs,Mapbox Satellite,,POINT(29.275272237 -2.284964562),Cropland,fairly confident
81,139241465,540532388,29.903820278,-2.9141189589999996,False,2021-03-06 22:24,10.6 secs,Mapbox Satellite,,POINT(29.903820278 -2.914118959),Cropland,fairly confident
82,139241466,540532389,30.325427475,-1.866328099,False,2021-03-06 22:26,88.2 secs,Mapbox Satellite,,POINT(30.325427475 -1.866328099),Cropland,completely confident
83,139241467,540532390,30.219441771,-0.865959439,False,2021-03-06 22:26,12.0 secs,Mapbox Satellite,,POINT(30.219441771 -0.865959439),Cropland,completely confident
84,139241468,540532391,29.483830048,-0.971572222,False,2021-03-06 22:26,5.4 secs,Mapbox Satellite,,POINT(29.483830048 -0.971572222),Non-crop,completely confident
85,139241469,540445393,29.11871913193087,-1.4974242282559658,True,2021-03-06 23:40,,,,POINT(29.1187191319309 -1.49742422825597),,
86,139241470,540532392,29.060605883,-1.3918314369999998,False,2021-03-06 23:41,36.8 secs,Mapbox Satellite,,POINT(29.060605883 -1.391831437),Non-crop,somewhat confident
87,139241471,540532393,30.483417885,-2.917707568,False,2021-03-06 23:42,107.6 secs,Mapbox Satellite,,POINT(30.483417885 -2.917707568),Non-crop,fairly confident
88,139241472,540532394,28.857437964000002,-2.127988989,False,2021-03-06 23:43,17.8 secs,Mapbox Satellite,,POINT(28.857437964 -2.127988989),Non-crop,fairly confident
89,139241473,540532395,29.278685835,-1.976563684,False,2021-03-06 23:43,4.4 secs,Mapbox Satellite,,POINT(29.278685835 -1.976563684),Non-crop,completely confident
90,139241474,540532396,30.694311315,-2.125295899,False,2021-03-06 23:46,172.7 secs,Mapbox Satellite,,POINT(30.694311315 -2.125295899),Cropland,fairly confident
91,139241475,540532397,29.750141781,-1.60157519,False,2021-03-06 23:46,13.0 secs,Mapbox Satellite,,POINT(29.750141781 -1.60157519),Cropland,completely confident
92,139241476,540532398,29.167489902,-1.9226139340000001,False,2021-03-06 23:46,4.4 secs,Mapbox Satellite,,POINT(29.167489902 -1.922613934),Non-crop,completely confident
93,139241477,540532399,28.855102344000002,-2.968028854,False,2021-03-06 23:49,152.5 secs,Planet Monthly Mosaics,,POINT(28.855102344 -2.968028854),Non-crop,fairly confident
94,139241478,540532400,28.590587240999998,-2.1779820830000003,False,2021-03-06 23:49,15.5 secs,Mapbox Satellite,,POINT(28.590587241 -2.177982083),Non-crop,completely confident
95,139241479,540532401,30.484855189,-0.919574601,False,2021-03-06 23:49,9.6 secs,Mapbox Satellite,,POINT(30.484855189 -0.919574601),Cropland,fairly confident
96,139241480,540532402,29.013991069,-2.234256958,False,2021-03-06 23:50,49.6 secs,Planet Monthly Mosaics,,POINT(29.013991069 -2.234256958),Cropland,slightly confident
97,139241481,540532403,30.272344792,-3.01888609,False,2021-03-06 23:51,67.2 secs,Planet Monthly Mosaics,,POINT(30.272344792 -3.01888609),Cropland,slightly confident
98,139241482,540532404,30.796344431999998,-2.079969266,False,2021-03-06 23:51,28.9 secs,Planet Monthly Mosaics,,POINT(30.796344432 -2.079969266),Cropland,completely confident
99,139241483,540532405,29.064917796,-1.128099,False,2021-03-06 23:52,5.1 secs,Planet Monthly Mosaics,,POINT(29.064917796 -1.128099),Non-crop,completely confident
100,139241484,540532406,30.587606959000002,-2.867563467,False,2021-03-06 23:52,16.8 secs,Planet Monthly Mosaics,,POINT(30.587606959 -2.867563467),Cropland,fairly confident
101,139241485,540532407,29.482392743000002,-1.07790023,False,2021-03-06 23:52,37.5 secs,Planet Monthly Mosaics,,POINT(29.482392743 -1.07790023),Cropland,somewhat confident
102,139241486,540532408,30.641767621,-1.496346618,False,2021-03-06 23:53,26.7 secs,Planet Monthly Mosaics,,POINT(30.641767621 -1.496346618),Non-crop,fairly confident
103,139241487,540532409,30.531649666,-1.76003633,False,2021-03-06 23:53,15.4 secs,Mapbox Satellite,,POINT(30.531649666 -1.76003633),Cropland,fairly confident
104,139241488,540532410,30.695389294,-0.9782187929999999,False,2021-03-06 23:54,57.2 secs,Mapbox Satellite,,POINT(30.695389294 -0.978218793),Cropland,completely confident
105,139241489,540532411,31.004542917,-0.866678009,False,2021-03-06 23:54,7.8 secs,Mapbox Satellite,,POINT(31.004542917 -0.866678009),Cropland,completely confident
106,139241490,540532412,30.427280929000002,-2.496930821,False,2021-03-06 23:55,68.7 secs,Mapbox Satellite,,POINT(30.427280929 -2.496930821),Cropland,somewhat confident
107,139241491,540532413,28.908185028000002,-1.236756492,False,2021-03-06 23:56,12.4 secs,Mapbox Satellite,,POINT(28.908185028 -1.236756492),Cropland,slightly confident
108,139241492,540532414,29.011296123,-1.3905741669999998,False,2021-03-06 23:56,5.4 secs,Mapbox Satellite,,POINT(29.011296123 -1.390574167),Cropland,fairly confident
109,139241493,540532415,29.218775955,-1.500657057,False,2021-03-06 23:56,19.4 secs,Mapbox Satellite,,POINT(29.218775955 -1.500657057),Non-crop,fairly confident
110,139241494,540532416,30.219262108000002,-2.654761548,False,2021-03-06 23:57,52.7 secs,Mapbox Satellite,,POINT(30.219262108 -2.654761548),Cropland,fairly confident
111,139241495,540532417,30.171389653000002,-2.3414148040000002,False,2021-03-06 23:57,18.1 secs,Mapbox Satellite,,POINT(30.171389653 -2.341414804),Non-crop,slightly confident
112,139241496,540532418,30.434826778,-2.654223137,False,2021-03-06 23:57,13.4 secs,Mapbox Satellite,,POINT(30.434826778 -2.654223137),Non-crop,fairly confident
113,139241497,540532419,30.220699412,-1.2900058890000001,False,2021-03-06 23:57,4.4 secs,Mapbox Satellite,,POINT(30.220699412 -1.290005889),Cropland,completely confident
114,139241498,540532420,30.375096561,-1.867764641,False,2021-03-06 23:58,5.1 secs,Mapbox Satellite,,POINT(30.375096561 -1.867764641),Non-crop,completely confident
115,139241499,540532421,30.380127126999998,-0.918856041,False,2021-03-06 23:58,8.5 secs,Mapbox Satellite,,POINT(30.380127127 -0.918856041),Cropland,completely confident
116,139241500,540532422,28.49071008,-2.44533347,False,2021-03-06 23:58,4.4 secs,Mapbox Satellite,,POINT(28.49071008 -2.44533347),Non-crop,completely confident
117,139241501,540532423,30.009985645,-1.130613794,False,2021-03-06 23:58,5.3 secs,Mapbox Satellite,,POINT(30.009985645 -1.130613794),Cropland,completely confident
118,139241502,540532424,30.748292314,-0.812702809,False,2021-03-06 23:58,10.1 secs,Mapbox Satellite,,POINT(30.748292314 -0.812702809),Cropland,fairly confident
119,139241503,540532425,29.224165847,-1.341817262,False,2021-03-06 23:58,18.0 secs,Mapbox Satellite,,POINT(29.224165847 -1.341817262),Non-crop,fairly confident
120,139241504,540532426,30.00908733,-1.707157525,False,2021-03-06 23:59,21.8 secs,Mapbox Satellite,,POINT(30.00908733 -1.707157525),Non-crop,slightly confident
121,139241505,540532427,30.270368498000003,-1.025545022,False,2021-03-06 23:59,5.5 secs,Mapbox Satellite,,POINT(30.270368498 -1.025545022),Cropland,completely confident
122,139241506,540532428,30.801195335,-2.23515459,False,2021-03-06 23:59,4.8 secs,Mapbox Satellite,,POINT(30.801195335 -2.23515459),Cropland,fairly confident
123,139241507,540532429,29.42931006,-2.912683512,False,2021-03-06 23:59,15.8 secs,Mapbox Satellite,,POINT(29.42931006 -2.912683512),Non-crop,slightly confident
124,139241508,540532430,29.323144692,-0.9179578409999999,False,2021-03-06 23:59,4.1 secs,Mapbox Satellite,,POINT(29.323144692 -0.917957841),Non-crop,completely confident
125,139241509,540532431,28.910161321,-2.861462556,False,2021-03-06 23:59,6.7 secs,Mapbox Satellite,,POINT(28.910161321 -2.861462556),Cropland,fairly confident
126,139241510,540532432,28.587892295,-1.180811654,False,2021-03-06 23:59,4.6 secs,Mapbox Satellite,,POINT(28.587892295 -1.180811654),Non-crop,completely confident
127,139241511,540532433,29.744033238000004,-2.39193907,False,2021-03-07 00:00,11.0 secs,Mapbox Satellite,,POINT(29.744033238 -2.39193907),Cropland,slightly confident
128,139241512,540532434,28.746601357,-1.96830408,False,2021-03-07 00:00,6.1 secs,Mapbox Satellite,,POINT(28.746601357 -1.96830408),Non-crop,completely confident
129,139241513,540532435,30.221058739,-1.4454366730000001,False,2021-03-07 00:00,13.1 secs,Mapbox Satellite,,POINT(30.221058739 -1.445436673),Cropland,completely confident
130,139241514,540532436,28.483882884,-0.97175186,False,2021-03-07 00:00,4.6 secs,Mapbox Satellite,,POINT(28.483882884 -0.97175186),Non-crop,completely confident
131,139241515,540532437,30.481800918,-1.3916518269999998,False,2021-03-07 00:00,4.3 secs,Mapbox Satellite,,POINT(30.481800918 -1.391651827),Cropland,completely confident
132,139241516,540532438,29.804482107,-1.9704587630000001,False,2021-03-07 00:00,5.6 secs,Mapbox Satellite,,POINT(29.804482107 -1.970458763),Cropland,fairly confident
133,139241517,540532439,28.855102344000002,-2.7636796319999997,False,2021-03-07 00:01,36.2 secs,Mapbox Satellite,,POINT(28.855102344 -2.763679632),Cropland,fairly confident
134,139241518,540532440,30.01321958,-2.336029402,False,2021-03-07 00:01,5.6 secs,Mapbox Satellite,,POINT(30.01321958 -2.336029402),Cropland,fairly confident
135,139241519,540532441,29.798912551999997,-2.546192834,False,2021-03-07 00:01,6.3 secs,Mapbox Satellite,,POINT(29.798912552 -2.546192834),Cropland,fairly confident
136,139241520,540445444,29.12159374084044,-1.7656032489846467,True,2021-03-07 00:02,,,,POINT(29.1215937408404 -1.76560324898465),,
137,139241521,540532442,30.329559726,-0.761960537,False,2021-03-07 00:02,8.2 secs,Mapbox Satellite,,POINT(30.329559726 -0.761960537),Cropland,fairly confident
138,139241522,540532443,29.961933527,-2.127270832,False,2021-03-07 00:02,11.0 secs,Mapbox Satellite,,POINT(29.961933527 -2.127270832),Cropland,fairly confident
139,139241523,540532444,29.534397449,-1.395782855,False,2021-03-07 00:03,5.2 secs,Mapbox Satellite,,POINT(29.534397449 -1.395782855),Non-crop,completely confident
140,139241524,540532445,28.596156796,-2.2306664240000003,False,2021-03-07 00:03,4.3 secs,Mapbox Satellite,,POINT(28.596156796 -2.230666424),Non-crop,fairly confident
141,139241525,540532446,28.752170911999997,-1.707337109,False,2021-03-07 00:03,6.6 secs,Mapbox Satellite,,POINT(28.752170912 -1.707337109),Non-crop,fairly confident
142,139241526,540532447,29.436137256,-1.8150685119999999,False,2021-03-07 00:03,20.8 secs,Mapbox Satellite,,POINT(29.436137256 -1.815068512),Cropland,slightly confident
143,139241527,540532448,29.436316919,-1.076822442,False,2021-03-07 00:03,5.5 secs,Mapbox Satellite,,POINT(29.436316919 -1.076822442),Cropland,completely confident
144,139241528,540532449,30.431233517,-1.02464685,False,2021-03-07 00:03,5.6 secs,Mapbox Satellite,,POINT(30.431233517 -1.02464685),Cropland,completely confident
145,139241529,540532450,29.06455847,-2.391221044,False,2021-03-07 00:04,34.9 secs,Planet Monthly Mosaics,,POINT(29.06455847 -2.391221044),Non-crop,slightly confident
146,139241530,540532451,28.438705375,-2.492981981,False,2021-03-07 00:17,799.8 secs,Mapbox Satellite,,POINT(28.438705375 -2.492981981),Non-crop,completely confident
147,139241531,540532452,28.752709901,-2.867742905,False,2021-03-07 00:17,11.3 secs,Mapbox Satellite,,POINT(28.752709901 -2.867742905),Cropland,completely confident
148,139241532,540532453,30.065583611999998,-2.605862689,False,2021-03-07 00:18,21.1 secs,Mapbox Satellite,,POINT(30.065583612 -2.605862689),Cropland,fairly confident
149,139241533,540532454,29.902921963,-2.759013817,False,2021-03-07 00:19,53.3 secs,Mapbox Satellite,,POINT(29.902921963 -2.759013817),Cropland,fairly confident
150,139241534,540532455,30.008368678000004,-1.026263559,False,2021-03-07 00:19,8.9 secs,Mapbox Satellite,,POINT(30.008368678 -1.026263559),Cropland,fairly confident
151,139241535,540532456,28.540738492,-2.756860357,False,2021-03-07 00:20,59.3 secs,Mapbox Satellite,,POINT(28.540738492 -2.756860357),Non-crop,fairly confident
152,139241536,540532457,30.638533686,-1.027341364,False,2021-03-07 00:20,4.5 secs,Mapbox Satellite,,POINT(30.638533686 -1.027341364),Cropland,fairly confident
153,139241537,540532458,28.801480671,-1.4968854230000002,False,2021-03-07 00:20,32.7 secs,Mapbox Satellite,,POINT(28.801480671 -1.496885423),Non-crop,fairly confident
154,139241538,540532459,29.276529879,-1.9235117430000002,False,2021-03-07 00:20,4.0 secs,Mapbox Satellite,,POINT(29.276529879 -1.923511743),Non-crop,completely confident
155,139241539,540532460,28.745882705,-0.8702708570000001,False,2021-03-07 00:21,4.4 secs,Mapbox Satellite,,POINT(28.745882705 -0.870270857),Non-crop,completely confident
156,139241540,540532461,29.59089373,-1.6085793,False,2021-03-07 00:21,7.9 secs,Mapbox Satellite,,POINT(29.59089373 -1.6085793),Cropland,completely confident
157,139241541,540532462,30.645181219,-1.130613794,False,2021-03-07 00:21,47.4 secs,Planet Monthly Mosaics,,POINT(30.645181219 -1.130613794),Non-crop,somewhat confident
158,139241542,540532463,28.486757493000002,-2.96946423,False,2021-03-07 00:22,3.6 secs,Mapbox Satellite,,POINT(28.486757493 -2.96946423),Non-crop,completely confident
159,139241543,540532464,28.591844881999997,-2.860744799,False,2021-03-07 00:22,15.6 secs,Mapbox Satellite,,POINT(28.591844882 -2.860744799),Non-crop,fairly confident
160,139241544,540532465,28.908185028000002,-1.1343859809999999,False,2021-03-07 00:24,151.7 secs,Mapbox Satellite,,POINT(28.908185028 -1.134385981),Non-crop,completely confident
161,139241545,540532466,28.802378986,-0.92083208,False,2021-03-07 00:24,3.8 secs,Mapbox Satellite,,POINT(28.802378986 -0.92083208),Non-crop,completely confident
162,139241546,540532467,30.847989811999998,-1.6573302630000002,False,2021-03-07 00:30,310.9 secs,Planet Monthly Mosaics,,POINT(30.847989812 -1.657330263),Cropland,somewhat confident
163,139241547,540532468,29.218775955,-2.7076066539999997,False,2021-03-07 00:37,462.2 secs,Planet Monthly Mosaics,,POINT(29.218775955 -2.707606654),Non-crop,fairly confident
164,139241548,540532469,30.953795853000003,-2.553372241,False,2021-03-07 00:37,8.2 secs,Planet Monthly Mosaics,,POINT(30.953795853 -2.553372241),Non-crop,completely confident
