,lon,lat,crop,collection_date,year
67,122.00812489774876,42.612798367285166,Crop,2022-03-01 11:03,2019
68,125.45803287023637,42.1637081710778,Noncrop,2022-03-01 08:50,2019
70,122.69251465281882,42.40607332250509,Crop,2022-03-01 08:51,2019
71,120.1904208011755,40.87834883489949,Crop,2022-03-01 08:51,2019
74,120.03565137035156,40.37424829913434,Noncrop,2022-03-01 08:52,2019
75,120.34739977933116,41.62253851709222,Crop,2022-03-01 08:52,2019
77,121.1050762107286,42.17855519488959,Crop,2022-03-01 08:52,2019
78,122.82351388713052,41.458941692156166,Crop,2022-03-01 08:52,2019
79,122.9285083284632,40.696068055470185,Crop,2022-03-01 08:53,2019
80,121.42373985885484,41.23559562680138,Crop,2022-03-01 08:53,2019
81,120.9803968968726,42.12205526247553,Crop,2022-03-01 08:53,2019
82,121.4134461089083,41.40820142660542,Crop,2022-03-03 09:40,2019
83,122.51995515499746,42.11167840857572,Crop,2022-03-01 08:54,2019
84,118.94718667933915,40.88820482631759,Crop,2022-03-03 09:41,2019
85,119.287395500894,40.82171094028624,Noncrop,2022-03-01 08:54,2019
86,124.14254334559998,42.77125133897011,Crop,2022-03-01 08:54,2019
87,125.39973075259788,40.71690368220664,Noncrop,2022-03-01 08:55,2019
88,122.21702814130366,42.48586164137552,Crop,2022-03-01 08:55,2019
89,124.52841640779036,40.71743890462396,Crop,2022-03-03 09:41,2019
90,122.97273957605825,41.41323849340972,Crop,2022-03-03 09:41,2019
91,124.17539568531964,40.47966316843473,Noncrop,2022-03-01 08:55,2019
92,124.43678012447847,42.11344238490272,Crop,2022-03-03 09:41,2019
93,122.3009488986592,40.10565449351395,Noncrop,2022-03-01 08:56,2019
94,124.3366108361238,42.19927669838373,Noncrop,2022-03-01 08:56,2019
95,120.06029087829646,41.635362531486805,Crop,2022-03-01 08:56,2019
96,125.61760523418072,41.03995412752348,Crop,2022-03-03 09:44,2019
97,125.44074736010153,40.95466766899786,Noncrop,2022-03-01 08:56,2019
98,123.7781762827114,40.345113747347696,Crop,2022-03-03 09:45,2019
99,124.51591811324572,42.14395921703148,Noncrop,2022-03-01 08:57,2019
105,125.0104847853992,41.155391214316445,Noncrop,2022-03-01 08:58,2019
106,123.21390186830196,40.337926140150095,Crop,2022-03-03 09:50,2019
107,122.17055382139912,40.64220159115908,Noncrop,2022-03-01 08:58,2019
108,124.25733260898116,42.4169075848386,Noncrop,2022-03-01 08:58,2019
109,120.53058403742445,41.989310341113125,Crop,2022-03-01 08:58,2019
110,125.45643536823395,41.0494035027219,Crop,2022-03-03 09:51,2019
111,122.58834188593646,41.44321342068785,Crop,2022-03-01 08:59,2019
112,125.2126131773546,41.702338346203554,Noncrop,2022-03-01 08:59,2019
113,125.22831947959148,40.653251578258185,Noncrop,2022-03-01 08:59,2019
114,122.45153368962735,40.85507718889844,Crop,2022-03-01 08:59,2019
115,123.72014448056112,42.49224773592356,Crop,2022-03-01 09:00,2019
116,120.3475537730382,40.23819341373187,Noncrop,2022-03-01 09:00,2019
117,119.31015886385995,40.954853656509584,Noncrop,2022-03-01 09:01,2019
120,122.9211815369632,42.08641284448835,Crop,2022-03-01 09:02,2019
121,122.52371911152984,41.055319234925335,Crop,2022-03-01 09:02,2019
122,123.27252763622046,41.69533717908469,Noncrop,2022-03-01 09:02,2019
123,120.73092787134068,42.16170479705402,Crop,2022-03-01 09:02,2019
124,125.16101352973725,40.6787354949257,Noncrop,2022-03-01 09:02,2019
126,121.40091886425344,41.26750115611264,Crop,2022-03-02 09:59,2019
127,123.61473439583472,39.9063306908821,Crop,2022-03-02 09:58,2019
128,123.74529495463916,43.380872335575,Crop,2022-03-01 09:03,2019
129,124.42128628574514,41.10562800793394,Noncrop,2022-03-01 09:03,2019
130,122.3548645083816,41.52155746135683,Crop,2022-03-02 09:57,2019
131,123.7178937478964,40.46881062813608,Noncrop,2022-03-01 09:03,2019
132,122.95289333146624,42.039087358739735,Crop,2022-03-01 09:03,2019
134,122.19510583778222,42.4106172938783,Crop,2022-03-01 09:04,2019
135,122.71030060653209,41.79701979380866,Crop,2022-03-02 09:56,2019
136,124.1913943403881,40.482449530572026,Crop,2022-03-03 13:14,2019
137,123.6786517211079,42.33066878271772,Crop,2022-03-03 09:55,2019
138,124.2366025420396,42.3747094087572,Crop,2022-03-02 09:55,2019
140,124.12931852152845,40.94956412116253,Noncrop,2022-03-01 09:05,2019
141,119.50782929342802,42.07335326759048,Crop,2022-03-01 09:05,2019
142,125.14598628190996,42.13359895374502,Noncrop,2022-03-01 09:05,2019
143,120.85574423442716,41.24782011935792,Noncrop,2022-03-01 09:05,2019
144,121.41985657188825,41.90396593734908,Crop,2022-03-01 09:06,2019
145,125.18597489762617,40.97347203557175,Noncrop,2022-03-01 09:06,2019
146,124.07838450718518,41.20919009885872,Noncrop,2022-03-01 09:06,2019
147,123.62491576859924,41.86276935139208,Noncrop,2022-03-02 09:55,2019
148,121.66563554509,41.19508715371145,Crop,2022-03-02 09:55,2019
149,119.89945163451809,40.249661716793895,Noncrop,2022-03-01 09:11,2019
150,119.53064320965896,41.94701504323295,Noncrop,2022-03-01 09:11,2019
152,122.0968241186526,41.81032197215563,Crop,2022-03-01 09:11,2019
153,123.7391184007269,40.16320380964319,Noncrop,2022-03-02 09:54,2019
154,122.8006583215608,41.10703708159681,Crop,2022-03-02 09:54,2019
155,119.81039259386084,42.06682131648944,Crop,2022-03-01 09:12,2019
158,124.30921608948496,40.483973657718536,Noncrop,2022-03-03 09:57,2019
159,124.1623289654298,41.113599676090026,Noncrop,2022-03-01 09:12,2019
160,122.72091576093824,40.926920892571566,Crop,2022-03-01 09:13,2019
161,121.72244467698457,41.8787662983838,Crop,2022-03-01 09:14,2019
162,120.62813754076392,40.52339636615992,Crop,2022-03-01 09:14,2019
163,124.37765384937477,41.55172072333186,Noncrop,2022-03-02 09:53,2019
164,124.29985805807348,40.26546037991959,Noncrop,2022-03-01 09:15,2019
166,119.51740190035464,41.65572149252942,Noncrop,2022-03-01 09:15,2019
167,122.2953294545614,42.48243751001944,Crop,2022-03-01 09:16,2019
168,124.137911259809,39.90494915269223,Crop,2022-03-02 09:52,2019
169,124.45531948345366,40.4599108226298,Noncrop,2022-03-02 09:52,2019
170,122.77714892898828,41.9890417036224,Crop,2022-03-01 09:16,2019
171,120.26556752948667,40.87070238937085,Noncrop,2022-03-01 09:17,2019
172,123.84034342267825,42.19627235126222,Noncrop,2022-03-03 10:00,2019
173,123.9321581090904,40.93355118584144,Noncrop,2022-03-01 09:17,2019
174,121.98876355869244,41.39056974350151,Crop,2022-03-02 09:51,2019
176,119.41566299656591,41.970850679313855,Noncrop,2022-03-02 09:50,2019
178,123.43952561436714,42.75024620817551,Noncrop,2022-03-01 09:18,2019
179,123.58709809792178,41.55446667072041,Crop,2022-03-02 09:49,2019
183,121.657034966686,42.140820663770775,Noncrop,2022-03-03 10:11,2019
185,121.74748893470766,39.6832359896928,Crop,2022-03-01 09:20,2019
186,122.49605918673971,40.56586251908013,Crop,2022-03-01 09:20,2019
187,119.6707781657439,41.90511894678082,Noncrop,2022-03-01 09:21,2019
188,119.91859862585946,41.00488268886956,Noncrop,2022-03-02 09:47,2019
189,120.8115173861826,41.66733196839146,Noncrop,2022-03-01 09:21,2019
190,122.7031254178525,42.08076201077613,Crop,2022-03-02 09:47,2019
191,123.3901018544194,40.90647786706496,Noncrop,2022-03-01 09:22,2019
192,122.702695054148,39.74885092514506,Noncrop,2022-03-01 09:22,2019
195,121.53201419778718,42.17324406185424,Crop,2022-03-03 10:12,2019
196,121.7140228739361,41.33700066663226,Crop,2022-03-03 10:12,2019
197,124.92479817438418,42.95517616073484,Crop,2022-03-02 09:46,2019
198,124.9042124378774,41.027408648618,Noncrop,2022-03-01 09:22,2019
200,123.85247707117313,40.39618228818293,Noncrop,2022-03-01 09:23,2019
201,123.16470529380508,42.22683545876195,Crop,2022-03-01 09:23,2019
202,124.55426973892108,40.546444826261165,Noncrop,2022-03-01 09:23,2019
204,123.47531824183356,42.5597688289272,Crop,2022-03-01 09:24,2019
205,119.49576373075664,41.00050450580662,Noncrop,2022-03-01 09:24,2019
206,120.477278516255,40.42293038651513,Noncrop,2022-03-01 09:24,2019
207,121.13037223213529,42.23440109306488,Crop,2022-03-01 09:25,2019
208,123.98547547574138,42.94375469006334,Noncrop,2022-03-02 09:45,2019
209,123.33157462614729,41.32343710631847,Noncrop,2022-03-02 09:45,2019
210,121.12600249239796,41.41620549146592,Crop,2022-03-03 10:15,2019
211,123.60278597496276,42.08062169895896,Crop,2022-03-01 09:26,2019
212,123.39216438425284,42.11836504643903,Noncrop,2022-03-01 09:26,2019
214,124.81111871717644,40.422129079860895,Noncrop,2022-03-01 09:27,2019
215,123.41474469529034,42.2784607197943,Noncrop,2022-03-01 09:27,2019
216,122.6171987347505,39.59448359422668,Noncrop,2022-03-02 09:44,2019
217,122.86077640394566,42.3161821410372,Noncrop,2022-03-02 09:44,2019
218,123.67743770129847,41.73926951336143,Crop,2022-03-01 09:29,2019
219,124.25812386034106,40.81328767171209,Noncrop,2022-03-01 09:30,2019
220,124.75141127413728,41.946326845333815,Noncrop,2022-03-01 09:31,2019
221,124.63229537290152,42.44076518759165,Noncrop,2022-03-01 09:31,2019
222,121.52576255001976,42.35889272122053,Crop,2022-03-03 10:15,2019
223,122.83777474699272,41.86730448633418,Crop,2022-03-02 09:43,2019
224,120.68784650273324,41.60584559521289,Crop,2022-03-01 09:31,2019
225,125.63694489767828,41.08398322654125,Noncrop,2022-03-01 09:31,2019
226,119.94205556055616,41.30180681528695,Crop,2022-03-01 09:33,2019
228,121.28085470704757,42.115079042501925,Noncrop,2022-03-01 09:33,2019
229,120.41117454296094,41.47682718966556,Noncrop,2022-03-01 09:34,2019
230,122.87303442510392,40.3364655767785,Noncrop,2022-03-01 09:34,2019
231,122.10398249630244,39.8890648855344,Noncrop,2022-03-01 09:34,2019
232,119.83250696023042,41.39571373701511,Crop,2022-03-03 10:16,2019
233,124.93206130143426,40.85918385144734,Noncrop,2022-03-01 09:34,2019
234,122.01338482947912,41.11652442689863,Noncrop,2022-03-02 09:39,2019
235,121.11009882210092,41.86563113546031,Noncrop,2022-03-01 09:35,2019
236,125.25940117442715,41.29341553883676,Noncrop,2022-03-01 09:35,2019
237,119.54625648496088,41.77024452792916,Crop,2022-03-01 09:35,2019
238,119.33009731202232,41.14892542569932,Crop,2022-03-01 09:35,2019
239,122.0764760680736,40.7742427141848,Noncrop,2022-03-02 09:38,2019
240,120.65572077919072,41.37392625692071,Crop,2022-03-01 09:36,2019
241,120.36393589286295,41.716238428011415,Crop,2022-03-01 09:37,2019
243,122.08480936349588,41.46723544992928,Crop,2022-03-01 09:37,2019
244,122.65319863451488,39.5725795719038,Noncrop,2022-03-01 09:37,2019
245,122.39848265479412,41.917649993781296,Crop,2022-03-01 09:38,2019
246,121.854900559382,40.94691233186411,Noncrop,2022-03-01 09:38,2019
249,123.26389651552118,40.12713321276073,Noncrop,2022-03-01 09:38,2019
250,123.51224190268516,40.19136190848086,Noncrop,2022-03-01 09:39,2019
251,121.28586524348836,39.55470430928973,Noncrop,2022-03-01 09:39,2019
253,122.19745610087875,40.07593313032232,Noncrop,2022-03-01 09:39,2019
255,122.83766766071432,40.98198494025026,Crop,2022-03-01 09:40,2019
258,124.400367137159,42.56580856219966,Crop,2022-03-02 09:36,2019
259,122.1113867922765,42.63701226277062,Crop,2022-03-02 09:35,2019
260,123.525336370288,40.54473734426752,Noncrop,2022-03-02 09:35,2019
261,122.31269895839576,42.19214888631477,Crop,2022-03-01 09:41,2019
262,123.68666990006103,42.54266560889105,Crop,2022-03-01 09:41,2019
263,119.71543755124442,41.93627475986207,Noncrop,2022-03-01 09:42,2019
264,122.18699647485248,39.82030066035604,Noncrop,2022-03-01 09:42,2019
265,123.644515756901,40.03364651375103,Crop,2022-03-03 10:21,2019
267,124.97679410006964,42.23041057917682,Noncrop,2022-03-02 09:32,2019
268,121.54582738008784,39.797694746700834,Noncrop,2022-03-01 09:43,2019
269,119.69437449029412,41.43424729522266,Crop,2022-03-02 09:30,2019
271,123.44588115158852,39.80247026581788,Crop,2022-03-02 09:30,2019
272,122.11495469654592,40.80638997813185,Noncrop,2022-03-01 09:44,2019
273,121.55495310291217,42.1302027929027,Crop,2022-03-02 09:29,2019
274,122.72619236994124,41.72014149964796,Crop,2022-03-02 09:29,2019
276,122.17599261951877,41.82490872215772,Noncrop,2022-03-01 09:45,2019
277,122.06421416935318,41.241675450650895,Crop,2022-03-01 09:45,2019
278,124.91436047155184,41.4175071613632,Noncrop,2022-03-01 09:45,2019
280,122.92001344147076,41.64034487916661,Crop,2022-03-01 09:45,2019
281,121.93122321053706,41.11329539818476,Crop,2022-03-01 09:46,2019
283,122.83789437057044,40.80755254939416,Crop,2022-03-01 09:47,2019
284,122.71951768966451,42.20808254451402,Crop,2022-03-01 09:48,2019
285,124.68045098095654,40.69891126110855,Noncrop,2022-03-01 09:48,2019
286,124.45496222704602,42.67432085390089,Crop,2022-03-02 09:19,2019
287,122.40288439336258,41.17941043771952,Crop,2022-03-01 09:48,2019
288,123.04563802352804,41.77831692874524,Noncrop,2022-03-01 09:48,2019
289,121.93977753722876,41.960539342936855,Crop,2022-03-02 09:16,2019
290,120.61544200558264,41.388148237807165,Noncrop,2022-03-01 09:49,2019
291,123.97390706526332,40.8490927754255,Noncrop,2022-03-01 09:49,2019
292,123.4666904219174,41.57105278793578,Crop,2022-03-01 09:49,2019
293,119.29638337070138,41.1365021710117,Noncrop,2022-03-01 09:50,2019
294,119.98679724569573,41.32106188551389,Crop,2022-03-01 09:50,2019
295,123.02250375484786,40.62059315843139,Noncrop,2022-03-01 09:50,2019
297,120.1921311884678,40.185057956688986,Crop,2022-03-01 09:50,2019
299,122.89398674863814,42.13849790830062,Crop,2022-03-01 09:51,2019
300,123.37672935522497,42.58017487242627,Noncrop,2022-03-01 09:52,2019
301,124.01173349027896,42.82495996484641,Crop,2022-03-01 09:52,2019
303,123.34661501924272,42.07336234013478,Crop,2022-03-02 09:11,2019
304,124.2631572971584,43.0741073341276,Crop,2022-03-01 09:52,2019
305,120.6087822553389,41.298541307157336,Crop,2022-03-01 09:53,2019
306,121.14302061927611,41.98989095974923,Crop,2022-03-02 09:10,2019
307,122.0929013327358,40.91249585405882,Crop,2022-03-01 09:53,2019
308,123.79517826525138,41.1878193328294,Noncrop,2022-03-01 09:53,2019
309,121.45258697172504,42.06587260607751,Crop,2022-03-02 09:09,2019
310,120.71170264076,42.13674613829036,Crop,2022-03-02 09:09,2019
311,119.98479434616256,40.985005557387694,Noncrop,2022-03-01 09:54,2019
312,122.5784112511329,39.99003603649221,Noncrop,2022-03-01 09:54,2019
314,119.6094541608572,41.63465747941631,Noncrop,2022-03-01 09:54,2019
315,120.97238103611588,40.97190467266814,Crop,2022-03-01 09:55,2019
317,120.94860147093549,41.99603308729051,Noncrop,2022-03-02 09:08,2019
318,124.16863651557418,41.70257547903884,Noncrop,2022-03-01 09:56,2019
320,125.2979199417275,41.74581156811254,Noncrop,2022-03-01 09:56,2019
322,124.1977797178061,41.79371189914408,Noncrop,2022-03-02 09:05,2019
324,123.21036224515176,39.8321885426218,Crop,2022-03-03 10:22,2019
325,123.29331056002708,41.29290780630946,Noncrop,2022-03-01 09:57,2019
326,120.83546770207704,40.99936552146352,Crop,2022-03-02 09:03,2019
327,121.35067170486568,41.79930834986748,Noncrop,2022-03-01 09:58,2019
328,121.68714580654428,39.63293935617375,Crop,2022-03-01 09:58,2019
329,122.71193119005886,42.22107133180158,Crop,2022-03-01 09:58,2019
331,122.15757400812416,42.049315790229926,Crop,2022-03-01 09:59,2019
332,121.68583070300568,39.55242616277112,Crop,2022-03-02 09:02,2019
333,120.25631817166466,40.22207209327314,Crop,2022-03-02 09:02,2019
334,123.95563551238796,42.4294239234462,Noncrop,2022-03-01 10:00,2019
335,122.04256882056094,39.70041883123723,Noncrop,2022-03-01 10:00,2019
337,123.93029557527132,41.09203216464783,Noncrop,2022-03-01 10:01,2019
338,124.00798948468118,41.574312786868695,Noncrop,2022-03-01 10:01,2019
339,123.57170205453376,42.56250454984495,Crop,2022-03-01 10:01,2019
341,120.62790238119231,40.675951092030246,Noncrop,2022-03-01 10:02,2019
342,122.02863691156998,39.56222809855313,Crop,2022-03-03 10:22,2019
343,119.287772666537,42.20246073384437,Noncrop,2022-03-01 10:02,2019
344,123.76462987258208,40.84151709845592,Noncrop,2022-03-01 10:03,2019
345,123.40041556850684,42.57185189470413,Crop,2022-03-01 10:03,2019
346,124.03873434326177,43.05050490926461,Crop,2022-03-01 10:03,2019
347,122.42946206519082,40.60534287805559,Crop,2022-03-03 10:23,2019
348,124.6222602893337,40.73779115095965,Crop,2022-03-01 10:04,2019
350,123.61953277667271,40.457654261228605,Noncrop,2022-03-01 10:04,2019
351,125.05445773467656,41.49518161707266,Noncrop,2022-03-01 10:04,2019
354,121.91246575235074,42.16001271617122,Noncrop,2022-03-01 10:05,2019
355,123.71598732800928,42.65606742467416,Crop,2022-03-01 10:05,2019
357,124.52883746340864,42.673887830043775,Crop,2022-03-01 16:40,2019
359,123.8690140068457,41.96494422142684,Noncrop,2022-03-01 10:06,2019
361,124.48016388548808,42.50967903661635,Crop,2022-03-01 10:07,2019
362,121.08747598911988,41.96939204225007,Noncrop,2022-03-01 10:07,2019
363,120.2365434749042,41.12699839687844,Crop,2022-03-01 16:39,2019
364,122.2146826870786,42.10016379276278,Crop,2022-03-01 16:39,2019
365,125.33126308999894,41.34862827478834,Noncrop,2022-03-01 10:07,2019
366,121.40483767751218,41.74252045054889,Noncrop,2022-03-01 10:07,2019
367,121.96057771230134,39.49854007641602,Crop,2022-03-01 16:39,2019
369,121.25523735880824,42.0566132823853,Crop,2022-03-01 16:35,2019
370,123.07280524851016,39.76116277865414,Crop,2022-03-01 16:35,2019
371,124.45679415896876,41.498029854549934,Noncrop,2022-03-01 10:09,2019
372,123.8562233976378,39.9557143166654,Crop,2022-03-01 16:32,2019
373,123.1602591428987,41.22350713999575,Crop,2022-03-01 16:32,2019
374,123.91259375000236,41.53041036729328,Noncrop,2022-03-01 10:09,2019
375,121.477298305822,42.17835374168269,Crop,2022-03-01 10:09,2019
376,124.90737336130732,42.31734034162502,Noncrop,2022-03-01 10:09,2019
377,125.414983673672,41.25402871336936,Noncrop,2022-03-01 10:10,2019
379,120.77977222825614,41.22157259416081,Noncrop,2022-03-01 10:10,2019
381,125.43820373918642,41.371595312515225,Noncrop,2022-03-01 10:10,2019
383,121.97320092872089,42.01189160210891,Crop,2022-03-01 10:11,2019
384,125.63076705614512,40.95154476129419,Noncrop,2022-03-01 10:11,2019
385,122.905255838021,40.41161675594028,Noncrop,2022-03-01 10:11,2019
386,120.10446526064672,40.88438926611151,Crop,2022-03-01 16:27,2019
387,124.0162777182385,43.16397477774255,Crop,2022-03-01 10:12,2019
388,122.62916718240967,41.72236520967878,Noncrop,2022-03-01 10:13,2019
389,121.4766017890011,40.96915879868226,Crop,2022-03-01 10:13,2019
390,121.77633416463104,41.86006801634513,Noncrop,2022-03-01 10:13,2019
391,122.3294364818847,42.54132419764099,Crop,2022-03-01 10:14,2019
392,119.50738613794826,41.49578948324228,Noncrop,2022-03-01 10:14,2019
393,125.35305856196022,40.94068431207642,Noncrop,2022-03-01 16:26,2019
394,124.8802883600286,40.52102334816495,Noncrop,2022-03-01 10:15,2019
395,122.6028645599811,42.139447757652015,Crop,2022-03-01 10:15,2019
396,122.60618183819678,40.57990685831224,Noncrop,2022-03-02 08:55,2019
397,123.90690198108123,40.60999959721224,Noncrop,2022-03-01 10:16,2019
398,123.03566410154372,42.37449149172803,Crop,2022-03-01 10:16,2019
399,121.0706118306371,41.50203751961879,Noncrop,2022-03-01 10:16,2019
401,125.25335680463292,42.11021450369897,Crop,2022-03-01 16:24,2019
402,120.36669676077722,40.57067535329356,Noncrop,2022-03-01 10:17,2019
403,122.48745176016683,42.08665660416281,Crop,2022-03-01 10:17,2019
404,123.1948530422118,39.761097717582096,Crop,2022-03-02 08:53,2019
405,121.26060688506276,42.14978733309258,Crop,2022-03-01 10:18,2019
406,123.04203142022256,41.51541762729225,Crop,2022-03-01 10:18,2019
410,120.01318349028196,41.34292494329736,Crop,2022-03-01 10:19,2019
411,119.80047170683336,42.01179918387001,Noncrop,2022-03-01 10:19,2019
412,122.05936614849098,40.87259099325852,Crop,2022-03-01 16:17,2019
413,121.78407525407049,41.2988856568076,Noncrop,2022-03-01 16:17,2019
415,119.89167855433972,41.63689682555021,Crop,2022-03-01 10:20,2019
417,121.598411670685,41.29979988392212,Crop,2022-03-01 10:21,2019
418,122.37917507535892,41.77823684618515,Crop,2022-03-01 10:21,2019
419,123.51816914723692,42.546273795753415,Noncrop,2022-03-01 10:21,2019
421,122.9961187106074,41.93268747790663,Crop,2022-03-01 10:22,2019
422,121.691194566614,42.24837453649148,Crop,2022-03-01 10:22,2019
424,124.36246350140787,40.48139135546565,Noncrop,2022-03-01 10:22,2019
425,123.54729331537396,41.419201104667934,Crop,2022-03-01 15:59,2019
426,122.09110209239606,41.878948362019614,Noncrop,2022-03-01 10:23,2019
427,121.17616482883255,42.269697576342764,Crop,2022-03-01 10:23,2019
428,124.6955470032108,40.368208122112335,Noncrop,2022-03-01 10:24,2019
429,121.8655847290939,40.94633719420681,Noncrop,2022-03-01 10:24,2019
431,123.01338168712908,42.1460331325031,Noncrop,2022-03-01 10:24,2019
432,123.84674346241074,43.288828986944345,Noncrop,2022-03-01 10:24,2019
433,122.42835365562114,40.87448050652215,Crop,2022-03-01 10:25,2019
434,124.61821416332776,41.504417900970594,Noncrop,2022-03-01 10:25,2019
435,120.99952892390704,41.77436823681806,Noncrop,2022-03-01 10:25,2019
436,122.55374867103548,42.49084347846176,Crop,2022-03-01 10:25,2019
439,123.2486904804792,40.60368534453901,Noncrop,2022-03-01 15:29,2019
440,119.60925782741177,41.04715913706855,Crop,2022-03-01 10:26,2019
441,122.67307613292724,41.2230789488192,Noncrop,2022-03-01 15:29,2019
443,122.21690684011855,42.69177418893104,Noncrop,2022-03-02 08:39,2019
444,121.48040705675837,41.80518207645418,Crop,2022-03-02 08:37,2019
445,120.21757330309836,40.14407209474179,Crop,2022-03-01 10:27,2019
446,124.03193218853076,40.60773978964466,Noncrop,2022-03-01 10:28,2019
448,124.20943842073108,40.09532161590114,Noncrop,2022-03-02 08:32,2019
449,122.92317710428124,40.14269030067239,Noncrop,2022-03-01 14:32,2019
450,123.6754704067712,42.8593478038103,Crop,2022-03-01 10:30,2019
451,123.22892968427932,41.26537037509876,Noncrop,2022-03-01 10:30,2019
452,119.23563651572994,40.84097815820737,Noncrop,2022-03-01 10:30,2019
453,124.5145313209574,42.14972494585778,Noncrop,2022-03-01 10:30,2019
454,123.93799780139864,43.34028821758283,Crop,2022-03-01 10:30,2019
456,124.3038393351951,43.00317937661077,Crop,2022-03-01 10:31,2019
458,122.97463614357925,41.44515731097796,Crop,2022-03-03 10:25,2019
459,121.74688952383634,41.33955666160335,Noncrop,2022-03-01 14:00,2019
460,122.13561474994908,39.44058011898039,Crop,2022-03-01 14:00,2019
461,125.07760970302007,42.214260191772965,Noncrop,2022-03-01 14:00,2019
