start,today,last_season_information,field_specification_assessment/geopoint_widget_placementmap,field_specification_assessment/_geopoint_widget_placementmap_latitude,field_specification_assessment/_geopoint_widget_placementmap_longitude,field_specification_assessment/_geopoint_widget_placementmap_altitude,field_specification_assessment/_geopoint_widget_placementmap_precision,field_specification_assessment/image_of_feild_from_path_road,multiple_crops,current_season_crop/current_season_current_crop,current_season_crop/current_season_additional_crops/maize,current_season_crop/current_season_additional_crops/millet,current_season_crop/current_season_additional_crops/rice,current_season_crop/current_season_additional_crops/sorghum,current_season_crop/current_season_additional_crops/beans,current_season_crop/current_season_additional_crops/cassava,current_season_crop/current_season_additional_crops/cotton,current_season_crop/current_season_additional_crops/forage,current_season_crop/current_season_additional_crops/groundnuts,current_season_crop/current_season_additional_crops/okra,current_season_crop/current_season_additional_crops/plantain,current_season_crop/current_season_additional_crops/potato,current_season_crop/current_season_additional_crops/sesame,current_season_crop/current_season_additional_crops/sweet_potato,current_season_crop/current_season_additional_crops/wheat,current_season_crop/current_season_additional_crops/other,current_season_crop/other_crop_not_listed,last_season_crop_group/multiple_crops_last_season,last_season_crop_group/last_season_main_crop,last_season_crop_group/last_season_additional_crops/maize,last_season_crop_group/last_season_additional_crops/millet,last_season_crop_group/last_season_additional_crops/rice,last_season_crop_group/last_season_additional_crops/sorghum,last_season_crop_group/last_season_additional_crops/beans,last_season_crop_group/last_season_additional_crops/cassava,last_season_crop_group/last_season_additional_crops/cotton,last_season_crop_group/last_season_additional_crops/forage,last_season_crop_group/last_season_additional_crops/groundnuts,last_season_crop_group/last_season_additional_crops/okra,last_season_crop_group/last_season_additional_crops/plantain,last_season_crop_group/last_season_additional_crops/potato,last_season_crop_group/last_season_additional_crops/sesame,last_season_crop_group/last_season_additional_crops/sweet_potato,last_season_crop_group/last_season_additional_crops/wheat,last_season_crop_group/last_season_additional_crops/other,last_season_crop_group/other_last_seaon_crop_not_listed,meta/instanceID,_id,_uuid,_submission_time,_date_modified,_tags,_notes,_version,_duration,_submitted_by,_total_media,_media_count,_media_all_received,_xform_id
2022-01-15T09:43:20.374Z,2022-01-15,yes,13.3342617 -6.8540619 299.9 3.9,13.3342617,-6.8540619,299.9,3.9,http://classic.ona.io/api/v1/files/24360810?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642239926866.jpg,yes,sorghum,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,n/a,yes,groundnuts,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,n/a,uuid:17faaafb-f5fc-4f53-a885-f5ee8f51dc56,91558239,17faaafb-f5fc-4f53-a885-f5ee8f51dc56,2022-01-18T16:13:09,2022-01-18T16:13:09,,,202201131507,,,1,1,True,612384
2022-01-15T09:47:14.455Z,2022-01-15,yes,13.3351502 -6.8548592 300.1 3.9,13.3351502,-6.8548592,300.1,3.9,http://classic.ona.io/api/v1/files/24360811?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642240198328.jpg,no,groundnuts,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:d28c2bdb-00f5-4302-a79b-6c923ebb3557,91558244,d28c2bdb-00f5-4302-a79b-6c923ebb3557,2022-01-18T16:13:14,2022-01-18T16:13:14,,,202201131507,,,1,1,True,612384
2022-01-15T09:51:15.010Z,2022-01-15,yes,13.3356732 -6.8543905 300.5 3.95,13.3356732,-6.8543905,300.5,3.95,http://classic.ona.io/api/v1/files/24360812?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642240390649.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:e065a07b-5cdd-4eb8-a9fc-c99db2cbceb2,91558249,e065a07b-5cdd-4eb8-a9fc-c99db2cbceb2,2022-01-18T16:13:17,2022-01-18T16:13:17,,,202201131507,,,1,1,True,612384
2022-01-15T09:54:41.679Z,2022-01-15,yes,13.3358548 -6.8535994 300.3 3.9,13.3358548,-6.8535994,300.3,3.9,http://classic.ona.io/api/v1/files/24360813?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642240590263.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:03fe31e5-cc00-4e28-b88a-4c9639d7a462,91558260,03fe31e5-cc00-4e28-b88a-4c9639d7a462,2022-01-18T16:13:21,2022-01-18T16:13:21,,,202201131507,,,1,1,True,612384
2022-01-15T09:59:51.620Z,2022-01-15,yes,13.3362515 -6.8527954 295.9 4.64,13.3362515,-6.8527954,295.9,4.64,http://classic.ona.io/api/v1/files/24360814?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642241354464.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,n/a,uuid:10b4540f-c05b-431d-b406-518884d55482,91558270,10b4540f-c05b-431d-b406-518884d55482,2022-01-18T16:13:24,2022-01-18T16:13:24,,,202201131507,,,1,1,True,612384
2022-01-15T10:10:45.823Z,2022-01-15,yes,13.3370888 -6.8526016 295.9 3.98,13.3370888,-6.8526016,295.9,3.98,http://classic.ona.io/api/v1/files/24360815?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642241580368.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:a6d41971-dd65-4a35-9970-65b88d4491d6,91558277,a6d41971-dd65-4a35-9970-65b88d4491d6,2022-01-18T16:13:27,2022-01-18T16:13:27,,,202201131507,,,1,1,True,612384
2022-01-15T10:15:05.099Z,2022-01-15,yes,13.3384868 -6.8516628 296.0 3.95,13.3384868,-6.8516628,296.0,3.95,http://classic.ona.io/api/v1/files/24360816?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642242022924.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:64f40f9a-d1fe-48ff-8fa9-f89ddac334fe,91558285,64f40f9a-d1fe-48ff-8fa9-f89ddac334fe,2022-01-18T16:13:31,2022-01-18T16:13:31,,,202201131507,,,1,1,True,612384
2022-01-15T10:25:51.615Z,2022-01-15,yes,13.3376003 -6.8503865 326.7 4.8,13.3376003,-6.8503865,326.7,4.8,http://classic.ona.io/api/v1/files/24360817?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642242987545.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:7dc6eb3e-8f53-4014-949e-a840ab649102,91558290,7dc6eb3e-8f53-4014-949e-a840ab649102,2022-01-18T16:13:35,2022-01-18T16:13:35,,,202201131507,,,1,1,True,612384
2022-01-15T10:39:03.468Z,2022-01-15,yes,13.3366526 -6.8505186 314.7 4.4,13.3366526,-6.8505186,314.7,4.4,http://classic.ona.io/api/v1/files/24360818?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642243468320.jpg,yes,groundnuts,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:0a4d74c6-1b67-47d5-a28f-a6fe64d3b9a6,91558297,0a4d74c6-1b67-47d5-a28f-a6fe64d3b9a6,2022-01-18T16:13:40,2022-01-18T16:13:40,,,202201131507,,,1,1,True,612384
2022-01-15T10:46:45.151Z,2022-01-15,yes,13.3363554 -6.8496245 314.4 3.966,13.3363554,-6.8496245,314.4,3.966,http://classic.ona.io/api/v1/files/24360819?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642243743705.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:88004e93-a799-4cef-9b63-dc374852a8f2,91558302,88004e93-a799-4cef-9b63-dc374852a8f2,2022-01-18T16:13:43,2022-01-18T16:13:43,,,202201131507,,,1,1,True,612384
2022-01-15T10:49:43.494Z,2022-01-15,yes,13.3358664 -6.8493317 312.1 3.9,13.3358664,-6.8493317,312.1,3.9,http://classic.ona.io/api/v1/files/24360821?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642244001647.jpg,yes,millet,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:7783be4d-3dc4-498c-a2eb-66b962eda40d,91558305,7783be4d-3dc4-498c-a2eb-66b962eda40d,2022-01-18T16:13:47,2022-01-18T16:13:47,,,202201131507,,,1,1,True,612384
2022-01-15T10:56:50.817Z,2022-01-15,yes,13.3356521 -6.848188 311.0 3.9,13.3356521,-6.848188,311.0,3.9,http://classic.ona.io/api/v1/files/24360826?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642244490229.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,n/a,uuid:9ff6a6b8-494a-44e9-9287-6c88ed0f7eff,91558309,9ff6a6b8-494a-44e9-9287-6c88ed0f7eff,2022-01-18T16:13:51,2022-01-18T16:13:51,,,202201131507,,,1,1,True,612384
2022-01-15T11:20:51.238Z,2022-01-15,yes,13.3353758 -6.8471238 298.1 4.7,13.3353758,-6.8471238,298.1,4.7,http://classic.ona.io/api/v1/files/24360827?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642245969120.jpg,yes,groundnuts,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:d602fc56-eaab-4284-b499-29772cd59da9,91558311,d602fc56-eaab-4284-b499-29772cd59da9,2022-01-18T16:13:54,2022-01-18T16:13:54,,,202201131507,,,1,1,True,612384
2022-01-15T11:40:50.581Z,2022-01-15,yes,13.3336093 -6.8475215 307.6 3.95,13.3336093,-6.8475215,307.6,3.95,http://classic.ona.io/api/v1/files/24360828?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642247129956.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:b960a7e8-06c8-427d-8f94-6a817d248b14,91558313,b960a7e8-06c8-427d-8f94-6a817d248b14,2022-01-18T16:13:57,2022-01-18T16:13:57,,,202201131507,,,1,1,True,612384
2022-01-16T08:53:36.232Z,2022-01-16,yes,13.3278535 -6.8491869 288.0 4.5,13.3278535,-6.8491869,288.0,4.5,http://classic.ona.io/api/v1/files/24360829?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642323581180.jpg,yes,millet,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,n/a,yes,sesame,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,n/a,uuid:fe1a7775-c8c6-4d6a-9669-d08a7a418220,91558317,fe1a7775-c8c6-4d6a-9669-d08a7a418220,2022-01-18T16:14:00,2022-01-18T16:14:00,,,202201131507,,,1,1,True,612384
2022-01-16T09:16:08.184Z,2022-01-16,yes,13.3275709 -6.8466819 296.0 3.9,13.3275709,-6.8466819,296.0,3.9,http://classic.ona.io/api/v1/files/24360830?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642325005298.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:69ddd8fc-7d93-494b-924b-e9387c9bcbd2,91558320,69ddd8fc-7d93-494b-924b-e9387c9bcbd2,2022-01-18T16:14:03,2022-01-18T16:14:03,,,202201131507,,,1,1,True,612384
2022-01-16T09:26:42.909Z,2022-01-16,yes,13.3277047 -6.8455885 296.3 3.9,13.3277047,-6.8455885,296.3,3.9,http://classic.ona.io/api/v1/files/24360831?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642325280969.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:4080e260-0805-4c37-a08d-cac7a68158f3,91558322,4080e260-0805-4c37-a08d-cac7a68158f3,2022-01-18T16:14:06,2022-01-18T16:14:06,,,202201131507,,,1,1,True,612384
2022-01-16T09:32:22.455Z,2022-01-16,yes,13.3262779 -6.8458282 296.0 3.9,13.3262779,-6.8458282,296.0,3.9,http://classic.ona.io/api/v1/files/24360832?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642325635182.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,millet,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:a659e02b-fcb2-49c0-ad2c-7d2e38aa2795,91558325,a659e02b-fcb2-49c0-ad2c-7d2e38aa2795,2022-01-18T16:14:09,2022-01-18T16:14:09,,,202201131507,,,1,1,True,612384
2022-01-16T09:45:16.882Z,2022-01-16,yes,13.3252584 -6.8437652 296.6 3.9,13.3252584,-6.8437652,296.6,3.9,http://classic.ona.io/api/v1/files/24360833?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642326432517.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,n/a,uuid:f7e581f9-9a1c-4d67-ad11-9c43de9efbd2,91558329,f7e581f9-9a1c-4d67-ad11-9c43de9efbd2,2022-01-18T16:14:13,2022-01-18T16:14:13,,,202201131507,,,1,1,True,612384
2022-01-16T09:51:06.381Z,2022-01-16,yes,13.3239873 -6.8437979 296.6 4.2,13.3239873,-6.8437979,296.6,4.2,http://classic.ona.io/api/v1/files/24360834?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642326731148.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,groundnuts,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,n/a,uuid:31106c4f-4344-450f-ae2b-2fccb96b55db,91558335,31106c4f-4344-450f-ae2b-2fccb96b55db,2022-01-18T16:14:16,2022-01-18T16:14:16,,,202201131507,,,1,1,True,612384
2022-01-16T09:56:18.884Z,2022-01-16,yes,13.3228044 -6.8430501 293.6 3.9,13.3228044,-6.8430501,293.6,3.9,http://classic.ona.io/api/v1/files/24360836?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642327080971.jpg,yes,sorghum,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,n/a,uuid:b2a56828-26ec-4dd4-9c8f-d3e044f60c45,91558337,b2a56828-26ec-4dd4-9c8f-d3e044f60c45,2022-01-18T16:14:19,2022-01-18T16:14:19,,,202201131507,,,1,1,True,612384
2022-01-16T10:02:57.151Z,2022-01-16,yes,13.3217627 -6.843867 294.4 4.0,13.3217627,-6.843867,294.4,4.0,http://classic.ona.io/api/v1/files/24360840?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642327432235.jpg,yes,millet,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,n/a,uuid:3892945d-cfce-48cd-a37f-79831c0298a6,91558339,3892945d-cfce-48cd-a37f-79831c0298a6,2022-01-18T16:14:22,2022-01-18T16:14:22,,,202201131507,,,1,1,True,612384
2022-01-16T10:08:57.151Z,2022-01-16,yes,13.320466 -6.8442767 289.1 3.95,13.320466,-6.8442767,289.1,3.95,http://classic.ona.io/api/v1/files/24360841?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642327779413.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,n/a,uuid:0d5ee31a-b0bd-41da-b9ee-5c0d22416cc1,91558343,0d5ee31a-b0bd-41da-b9ee-5c0d22416cc1,2022-01-18T16:14:26,2022-01-18T16:14:26,,,202201131507,,,1,1,True,612384
2022-01-16T10:11:22.101Z,2022-01-16,yes,13.3202664 -6.8447008 290.3 3.9,13.3202664,-6.8447008,290.3,3.9,http://classic.ona.io/api/v1/files/24360842?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642327975688.jpg,yes,millet,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,n/a,uuid:ab9f452c-6897-4c91-99f4-29e1538392e7,91558345,ab9f452c-6897-4c91-99f4-29e1538392e7,2022-01-18T16:14:29,2022-01-18T16:14:29,,,202201131507,,,1,1,True,612384
2022-01-16T10:16:51.241Z,2022-01-16,yes,13.3200727 -6.8458855 291.0 3.9,13.3200727,-6.8458855,291.0,3.9,http://classic.ona.io/api/v1/files/24360843?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642328277839.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,n/a,uuid:8d52d882-5b81-4c47-a4bf-0d8ffd134388,91558348,8d52d882-5b81-4c47-a4bf-0d8ffd134388,2022-01-18T16:14:33,2022-01-18T16:14:33,,,202201131507,,,1,1,True,612384
2022-01-16T10:21:50.564Z,2022-01-16,yes,13.3209995 -6.8462161 291.2 3.9,13.3209995,-6.8462161,291.2,3.9,http://classic.ona.io/api/v1/files/24360844?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642328642018.jpg,yes,millet,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,n/a,uuid:fc54d632-7534-4559-84bc-e5a7b78804f5,91558351,fc54d632-7534-4559-84bc-e5a7b78804f5,2022-01-18T16:14:37,2022-01-18T16:14:37,,,202201131507,,,1,1,True,612384
2022-01-16T10:26:13.285Z,2022-01-16,yes,13.3211142 -6.84674 291.8 3.95,13.3211142,-6.84674,291.8,3.95,http://classic.ona.io/api/v1/files/24360846?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642328822907.jpg,yes,millet,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,n/a,no,sesame,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:d5628b99-f868-4704-aa44-529bf87cb720,91558355,d5628b99-f868-4704-aa44-529bf87cb720,2022-01-18T16:14:41,2022-01-18T16:14:41,,,202201131507,,,1,1,True,612384
2022-01-16T10:34:47.799Z,2022-01-16,yes,13.3233042 -6.8484641 288.1 3.9,13.3233042,-6.8484641,288.1,3.9,http://classic.ona.io/api/v1/files/24360847?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642329395695.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,millet,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,n/a,uuid:40580308-635d-4946-8b97-37328fb8407f,91558357,40580308-635d-4946-8b97-37328fb8407f,2022-01-18T16:14:44,2022-01-18T16:14:44,,,202201131507,,,1,1,True,612384
2022-01-16T10:43:25.412Z,2022-01-16,yes,13.3238191 -6.8492787 292.8 4.05,13.3238191,-6.8492787,292.8,4.05,http://classic.ona.io/api/v1/files/24360848?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642329838071.jpg,yes,millet,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,n/a,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:8b1f4cb8-9326-41c7-a017-bbb37ef3f890,91558364,8b1f4cb8-9326-41c7-a017-bbb37ef3f890,2022-01-18T16:14:49,2022-01-18T16:14:49,,,202201131507,,,1,1,True,612384
2022-01-16T10:47:58.596Z,2022-01-16,yes,13.3236196 -6.8506579 292.9 3.95,13.3236196,-6.8506579,292.9,3.95,http://classic.ona.io/api/v1/files/24360849?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642330130981.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:72e75009-a21c-44c8-85fd-cd2cd30ec585,91558371,72e75009-a21c-44c8-85fd-cd2cd30ec585,2022-01-18T16:14:52,2022-01-18T16:14:52,,,202201131507,,,1,1,True,612384
2022-01-16T10:51:18.440Z,2022-01-16,yes,13.32439 -6.8507659 293.0 3.9,13.32439,-6.8507659,293.0,3.9,http://classic.ona.io/api/v1/files/24360850?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642330337508.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:2b4112fd-b4b2-409e-ad81-683f889ec5ac,91558380,2b4112fd-b4b2-409e-ad81-683f889ec5ac,2022-01-18T16:14:54,2022-01-18T16:14:54,,,202201131507,,,1,1,True,612384
2022-01-16T10:55:09.722Z,2022-01-16,yes,13.3243101 -6.8518583 293.4 3.9,13.3243101,-6.8518583,293.4,3.9,http://classic.ona.io/api/v1/files/24360851?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642330575113.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:a2691713-c225-4f0a-b2ac-8845ffab5d0d,91558394,a2691713-c225-4f0a-b2ac-8845ffab5d0d,2022-01-18T16:14:59,2022-01-18T16:14:59,,,202201131507,,,1,1,True,612384
2022-01-16T11:02:25.641Z,2022-01-16,yes,13.324292 -6.8539909 295.1 3.9,13.324292,-6.8539909,295.1,3.9,http://classic.ona.io/api/v1/files/24360856?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642330999069.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:997adc0c-d0c6-4d4f-9670-4659fcab6323,91558408,997adc0c-d0c6-4d4f-9670-4659fcab6323,2022-01-18T16:15:03,2022-01-18T16:15:03,,,202201131507,,,1,1,True,612384
2022-01-16T11:07:55.775Z,2022-01-16,yes,13.3256653 -6.8545178 294.4 3.9,13.3256653,-6.8545178,294.4,3.9,http://classic.ona.io/api/v1/files/24360861?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642331336501.jpg,yes,millet,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,n/a,uuid:adbf2e76-820f-468a-a9a0-d518665b1011,91558410,adbf2e76-820f-468a-a9a0-d518665b1011,2022-01-18T16:15:08,2022-01-18T16:15:08,,,202201131507,,,1,1,True,612384
2022-01-16T11:17:39.814Z,2022-01-16,yes,13.3280138 -6.8541085 293.3 3.9,13.3280138,-6.8541085,293.3,3.9,http://classic.ona.io/api/v1/files/24360862?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642331912781.jpg,no,maize,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,maize,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:2277a997-827b-486b-8c6c-e859cb8bac03,91558411,2277a997-827b-486b-8c6c-e859cb8bac03,2022-01-18T16:15:12,2022-01-18T16:15:12,,,202201131507,,,1,1,True,612384
2022-01-16T11:21:22.645Z,2022-01-16,yes,13.3284194 -6.8539264 293.6 4.1,13.3284194,-6.8539264,293.6,4.1,http://classic.ona.io/api/v1/files/24360867?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642332144472.jpg,yes,sorghum,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,n/a,uuid:72d12b05-fcff-4d77-a72b-71ef8ffbea99,91558414,72d12b05-fcff-4d77-a72b-71ef8ffbea99,2022-01-18T16:15:15,2022-01-18T16:15:15,,,202201131507,,,1,1,True,612384
2022-01-18T14:24:22.696Z,2022-01-18,yes,13.3331568 -6.8454515 308.2 3.95,13.3331568,-6.8454515,308.2,3.95,http://classic.ona.io/api/v1/files/24360870?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642516000233.jpg,no,millet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,sorghum,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,n/a,uuid:fe81104c-e537-4b87-a62a-dfaef74c1a08,91558418,fe81104c-e537-4b87-a62a-dfaef74c1a08,2022-01-18T16:15:18,2022-01-18T16:15:18,,,202201131507,,,1,1,True,612384
2022-01-18T14:28:18.874Z,2022-01-18,yes,13.3326372 -6.8452414 308.3 3.9,13.3326372,-6.8452414,308.3,3.9,http://classic.ona.io/api/v1/files/24360877?filename=cropmonitoringmali/attachments/612384_helmets_crop_type_mapping/1642516172528.jpg,yes,millet,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,n/a,yes,sorghum,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,n/a,uuid:6a1cb9ef-494e-4c89-aeeb-2202c8612be6,91558423,6a1cb9ef-494e-4c89-aeeb-2202c8612be6,2022-01-18T16:15:22,2022-01-18T16:15:22,,,202201131507,,,1,1,True,612384
