locationid	userid	centroid_X	centroid_Y
1656507	111111	-0.251190478	40.45238096
1656507	111111	-0.250000002	40.45357143
1656507	111111	-0.249404764	40.45357143
1656507	111111	-0.251190478	40.45178572
1656507	111111	-0.25059524	40.45178572
1656507	111111	-0.25059524	40.45238096
1656507	111111	-0.250000002	40.45297619
1656507	111111	-0.249404764	40.45297619
1652029	111111	134.6511905	48.25059524
1652029	111111	134.6505952	48.25119048
1652029	111111	134.6511905	48.25119048
1652029	111111	134.6517857	48.25059524
1652029	111111	134.6505952	48.24940476
1652029	111111	134.6511905	48.24880953
1652029	111111	134.6511905	48.24940476
1652029	111111	134.6517857	48.24880953
1652029	111111	134.652381	48.25059524
1652029	111111	134.6517857	48.25119048
1652029	111111	134.652381	48.25119048
1652029	111111	134.6529762	48.25119048
1652029	111111	134.652381	48.24880953
1652029	111111	134.6517857	48.24940476
1652029	111111	134.6517857	48.25
1652029	111111	134.652381	48.25
1652029	111111	134.6529762	48.25
1652029	111111	134.652381	48.24940476
1652029	111111	134.6529762	48.24940476
1652029	111111	134.6505952	48.24880953
1652029	111111	134.6511905	48.25
1652029	111111	134.6505952	48.25
1652029	111111	134.6505952	48.25059524
1651485	111111	45.35059524	34.75000001
1651485	111111	45.35238096	34.75119048
1651485	111111	45.35119048	34.74940477
1651485	111111	45.35119048	34.75000001
1651485	111111	45.35178572	34.75000001
1651485	111111	45.35238096	34.75000001
1651485	111111	45.35178572	34.74940477
1651485	111111	45.35238096	34.74940477
1651485	111111	45.35119048	34.74880953
1651485	111111	45.35178572	34.74880953
1651485	111111	45.35238096	34.74880953
1651485	111111	45.35	34.74880953
1651485	111111	45.35178572	34.75119048
1651485	111111	45.35	34.75000001
1651485	111111	45.35059524	34.74940477
1651485	111111	45.35	34.74940477
1651485	111111	45.35059524	34.74880953
1651485	111111	45.35	34.75059524
1651485	111111	45.35059524	34.75059524
1651485	111111	45.35	34.75119048
1651485	111111	45.35059524	34.75119048
1651485	111111	45.35119048	34.75059524
1651485	111111	45.35178572	34.75059524
1651485	111111	45.35238096	34.75059524
1651485	111111	45.35119048	34.75119048
1579605	111111	31.74940477	-3.04702381
1579605	111111	31.74880953	-3.046428572
1579605	111111	31.74880953	-3.04702381
1579605	111111	31.74880953	-3.047619048
1579605	111111	31.74880953	-3.048214286
1579605	111111	31.74880953	-3.048809524
1579605	111111	31.75119048	-3.046428572
1579605	111111	31.75119048	-3.04702381
1579605	111111	31.75059524	-3.046428572
1579605	111111	31.75059524	-3.04702381
1579605	111111	31.75000001	-3.046428572
1579605	111111	31.75000001	-3.04702381
1579605	111111	31.75119048	-3.047619048
1579605	111111	31.75059524	-3.047619048
1579605	111111	31.75000001	-3.047619048
1579605	111111	31.74940477	-3.046428572
1579605	111111	31.74940477	-3.047619048
1579605	111111	31.75119048	-3.048809524
1579605	111111	31.75059524	-3.048809524
1579605	111111	31.75000001	-3.048809524
1579605	111111	31.75119048	-3.048214286
1579605	111111	31.75059524	-3.048214286
1579605	111111	31.75000001	-3.048214286
1579605	111111	31.74940477	-3.048214286
1579605	111111	31.74940477	-3.048809524
1653271	111111	74.25	23.45297619
1653271	111111	74.24880953	23.45238096
1653271	111111	74.24940476	23.45238096
1653271	111111	74.24880953	23.45297619
1653271	111111	74.24940476	23.45297619
1653271	111111	74.24880953	23.45357143
1653271	111111	74.24940476	23.45357143
1653271	111111	74.25059524	23.45297619
1653271	111111	74.25119048	23.45297619
1653271	111111	74.25	23.45357143
1653271	111111	74.25059524	23.45357143
1653271	111111	74.25	23.45178572
1653271	111111	74.25	23.45238096
1653271	111111	74.25059524	23.45238096
1653271	111111	74.25119048	23.45238096
1653271	111111	74.25059524	23.45178572
1653271	111111	74.25119048	23.45178572
1653271	111111	74.24880953	23.45119048
1653271	111111	74.24940476	23.45119048
1653271	111111	74.24880953	23.45178572
1653271	111111	74.24940476	23.45178572
1653271	111111	74.25	23.45119048
1653271	111111	74.25059524	23.45119048
1653271	111111	74.25119048	23.45119048
1653960	111111	37.75059524	10.9529762
1653960	111111	37.75119048	10.9529762
1653960	111111	37.75000001	10.95357144
1653960	111111	37.75059524	10.95357144
1653960	111111	37.75119048	10.95357144
1653960	111111	37.75000001	10.95178572
1653960	111111	37.75000001	10.95238096
1653960	111111	37.75059524	10.95238096
1653960	111111	37.75119048	10.95238096
1653960	111111	37.75059524	10.95178572
1653960	111111	37.75119048	10.95178572
1653960	111111	37.75000001	10.95119048
1653960	111111	37.75059524	10.95119048
1653960	111111	37.75119048	10.95119048
1653960	111111	37.74880953	10.95178572
1653960	111111	37.74880953	10.95238096
1653960	111111	37.74940477	10.95178572
1653960	111111	37.74940477	10.95119048
1653960	111111	37.74940477	10.95238096
1653960	111111	37.74880953	10.95119048
1653960	111111	37.74880953	10.9529762
1653960	111111	37.74940477	10.9529762
1653960	111111	37.74880953	10.95357144
1653960	111111	37.74940477	10.95357144
1653960	111111	37.75000001	10.9529762
1659584	111111	-82.04880952	40.25
1659584	111111	-82.04880952	40.25059524
1659584	111111	-82.04880952	40.25119048
1659584	111111	-82.04821429	40.25119048
1659584	111111	-82.04702381	40.25119048
1659584	111111	-82.04642857	40.25119048
1659584	111111	-82.04761905	40.24940476
1659584	111111	-82.04761905	40.25
1659584	111111	-82.04702381	40.25
1659584	111111	-82.04702381	40.24940476
1659584	111111	-82.04642857	40.24940476
1659584	111111	-82.04880952	40.24880953
1659584	111111	-82.04821429	40.24880953
1659584	111111	-82.04880952	40.24940476
1659584	111111	-82.04821429	40.24940476
1659584	111111	-82.04761905	40.24880953
1659584	111111	-82.04702381	40.24880953
1659584	111111	-82.04642857	40.24880953
1576604	111111	30.95357144	-20.75119048
1576604	111111	30.9529762	-20.75119048
1652838	111111	129.2488095	50.45357143
1572261	111111	48.35119048	-14.25119048
1572261	111111	48.35238096	-14.25059524
1572261	111111	48.35238096	-14.25119048
1572261	111111	48.35178572	-14.25119048
1648527	111111	22.55	61.65178572
1648527	111111	22.54940477	61.65238096
1648527	111111	22.55	61.65238096
1648527	111111	22.54940477	61.6529762
1648527	111111	22.55	61.6529762
1648527	111111	22.54940477	61.65119048
1648527	111111	22.55	61.65119048
1648527	111111	22.55059524	61.65238096
1648527	111111	22.54940477	61.65178572
1648527	111111	22.55119048	61.65119048
1648527	111111	22.55178572	61.65119048
1648527	111111	22.54940477	61.65059524
1648527	111111	22.55119048	61.65238096
1648527	111111	22.55178572	61.65238096
1648527	111111	22.55059524	61.6529762
1648527	111111	22.55119048	61.6529762
1648527	111111	22.55178572	61.6529762
1648527	111111	22.55059524	61.65119048
1648527	111111	22.55059524	61.65178572
1648527	111111	22.55119048	61.65178572
1648527	111111	22.55178572	61.65178572
1654416	111111	-7.25059524	10.95178572
1654416	111111	-7.251190478	10.95238096
1654416	111111	-7.25059524	10.95238096
1654416	111111	-7.25059524	10.9529762
1654416	111111	-7.250000002	10.95357144
1654416	111111	-7.251190478	10.95119048
1654416	111111	-7.25059524	10.95119048
1654416	111111	-7.250000002	10.95119048
1654416	111111	-7.251190478	10.95178572
1630153	111111	48.25059524	58.45178572
1630153	111111	48.25119048	58.45297619
1630153	111111	48.25	58.45178572
1630153	111111	48.25059524	58.45238096
1630153	111111	48.25119048	58.45238096
1630153	111111	48.25119048	58.45178572
1630153	111111	48.25	58.45119048
1630153	111111	48.25059524	58.45119048
1630153	111111	48.25119048	58.45119048
1572493	111111	37.75000001	-15.04761905
1572493	111111	37.75119048	-15.04880952
1572493	111111	37.75000001	-15.04880952
1572493	111111	37.75059524	-15.04642857
1572493	111111	37.75059524	-15.04702381
1572493	111111	37.75000001	-15.04642857
1572493	111111	37.75000001	-15.04702381
1572493	111111	37.75059524	-15.04821429
1572493	111111	37.75059524	-15.04761905
1575409	111111	26.45238096	-28.84940477
1575409	111111	26.45238096	-28.84880953
1575409	111111	26.45297619	-28.84940477
1575409	111111	26.45178572	-28.84940477
1575409	111111	26.45357143	-28.84761905
1575409	111111	26.45297619	-28.84761905
1575409	111111	26.45357143	-28.84821429
1575409	111111	26.45297619	-28.84821429
1575409	111111	26.45357143	-28.84940477
1575409	111111	26.45357143	-28.84880953
1575409	111111	26.45297619	-28.84880953
1650263	111111	-96.34940476	19.25059524
1650263	111111	-96.34940476	19.25
1581188	111111	-3.74880953	10.45119048
1581188	111111	-3.750595244	10.45238096
1581188	111111	-3.750000006	10.45178572
1581188	111111	-3.749404768	10.45238096
1581188	111111	-3.749404768	10.45178572
1581188	111111	-3.74880953	10.45178572
1581188	111111	-3.750595244	10.45119048
1581188	111111	-3.750000006	10.45119048
1581188	111111	-3.749404768	10.45119048
1581188	111111	-3.750000006	10.45238096
1658177	111111	-74.75059524	39.95357144
1658177	111111	-74.75000001	39.9529762
1658177	111111	-74.74940477	39.9529762
1658177	111111	-74.74880953	39.9529762
1658177	111111	-74.75000001	39.95357144
1658177	111111	-74.74940477	39.95357144
1658177	111111	-74.74880953	39.95357144
1658177	111111	-74.74940477	39.95238096
1658177	111111	-74.74880953	39.95238096
1658177	111111	-74.74940477	39.95178572
1658177	111111	-74.74880953	39.95178572
1658177	111111	-74.74880953	39.95119048
1581150	111111	9.250000002	14.45119048
1581150	111111	9.249404764	14.45178572
1581150	111111	9.249404764	14.45238096
1581150	111111	9.250000002	14.45178572
1581150	111111	9.250000002	14.45238096
1581150	111111	9.25059524	14.45238096
1581150	111111	9.25059524	14.45178572
1581150	111111	9.248809526	14.45119048
1581150	111111	9.249404764	14.45119048
1581150	111111	9.248809526	14.45178572
1656245	111111	117.7511905	37.45297619
1656245	111111	117.75	37.45297619
1656245	111111	117.7494048	37.45357143
1656245	111111	117.7488095	37.45357143
1656245	111111	117.7494048	37.45297619
1656245	111111	117.7488095	37.45297619
1656245	111111	117.7511905	37.45357143
1656245	111111	117.75	37.45238096
1656245	111111	117.7505952	37.45238096
1656245	111111	117.7511905	37.45238096
1656245	111111	117.7511905	37.45119048
1656245	111111	117.7505952	37.45357143
1656245	111111	117.75	37.45357143
1656245	111111	117.7505952	37.45297619
1659329	111111	146.9511905	-33.75119048
1659329	111111	146.9517857	-33.75000001
1659329	111111	146.9517857	-33.75059524
1659329	111111	146.952381	-33.75119048
1659329	111111	146.952381	-33.75059524
1659329	111111	146.9529762	-33.75119048
1659329	111111	146.9529762	-33.75059524
1659329	111111	146.9535714	-33.75059524
1659329	111111	146.9535714	-33.75119048
1659329	111111	146.9517857	-33.75119048
1659329	111111	146.9511905	-33.75000001
1659329	111111	146.9511905	-33.75059524
1650586	111111	46.45357143	61.15059524
1650586	111111	46.45297619	61.15059524
1650586	111111	46.45238096	61.15059524
1650586	111111	46.45178572	61.15119048
1650586	111111	46.45119048	61.15119048
1650586	111111	46.45178572	61.15059524
1650586	111111	46.45119048	61.15059524
1650586	111111	46.45357143	61.15119048
1650586	111111	46.45297619	61.15119048
1650586	111111	46.45357143	61.15178572
1650586	111111	46.45238096	61.15119048
1650586	111111	46.45119048	61.15178572
1642725	111111	121.7505952	-10.54821429
1642725	111111	121.7488095	-10.54702381
1642725	111111	121.7511905	-10.54702381
1642725	111111	121.7511905	-10.54761905
1642725	111111	121.7488095	-10.54821429
1642725	111111	121.7488095	-10.54761905
1642725	111111	121.7494048	-10.54761905
1634169	111111	36.75059524	8.951785722
1634169	111111	36.74880953	8.951190484
1634169	111111	36.74940477	8.951190484
1634169	111111	36.74940477	8.951785722
1634169	111111	36.75119048	8.951190484
1579974	111111	43.55178572	9.650595243
1579974	111111	43.55119048	9.650595243
1579974	111111	43.55059524	9.650595243
1579974	111111	43.55	9.651190481
1579974	111111	43.54940477	9.65178572
1579974	111111	43.55	9.652380958
1579974	111111	43.54940477	9.652976196
1579974	111111	43.55	9.652976196
1579974	111111	43.55059524	9.652380958
1579974	111111	43.55119048	9.652380958
1579974	111111	43.55178572	9.652380958
1579974	111111	43.55059524	9.651190481
1579974	111111	43.55059524	9.65178572
1579974	111111	43.55119048	9.65178572
1579974	111111	43.55178572	9.65178572
1579974	111111	43.55119048	9.651190481
1579974	111111	43.55178572	9.651190481
1579974	111111	43.54940477	9.650595243
1579974	111111	43.54940477	9.651190481
1652157	111111	114.3505952	38.74880953
1652157	111111	114.35	38.74880953
1652157	111111	114.3511905	38.74880953
