locationid	userid	sumcrop	centroid_X	centroid_Y
1575558	222222	0	45.65178571	3.25
1575576	222222	0	26.65178571	-19.75
1575583	222222	0	34.65178571	-15.75
1575666	222222	0	25.35119048	-24.25
1575698	222222	0	29.15178571	-9.848214286
1575740	222222	0	39.15178571	10.15178571
1575759	222222	0	26.15178571	-18.84821429
1575777	222222	0	27.15178571	-23.84821429
1575779	222222	0	24.15178571	-26.84821429
1575807	222222	0	26.05059524	-18.14880952
1575810	222222	0	30.05059524	-14.14880952
1575817	222222	0	39.05059524	12.85119048
1576594	222222	0	33.95238095	-24.75
1576604	222222	24	30.95238095	-20.75
1576608	222222	0	38.95238095	14.25
1576635	222222	0	32.55059524	3.651785714
1576650	222222	76	32.55059524	2.651785714
1577589	222222	0	19.25	5.452380952
1577592	222222	0	-14.75	11.45238095
1577614	222222	0	29.75	2.952380952
1577627	222222	0	10.75	-1.047619048
1577640	222222	0	13.75	-6.047619048
1577648	222222	0	25.75	-6.047619048
1577654	222222	0	12.75	1.952380952
1577664	222222	0	19.75	-4.547619048
1577715	222222	0	11.25	-2.047619048
1577723	222222	0	12.25	2.952380952
1577725	222222	0	13.25	-1.047619048
1577744	222222	0	-0.75	7.952380952
1577746	222222	0	24.25	-0.047619048
1577752	222222	0	-4.75	5.952380952
1577771	222222	0	27.95238095	3.25
1577772	222222	0	26.95238095	-4.75
1577786	222222	0	23.95238095	0.25
1577846	222222	0	25.55059524	-5.348214286
1577855	222222	0	14.55059524	-6.348214286
1577872	222222	0	12.55059524	3.651785714
1578986	222222	0	16.25	-6.547619048
1579035	222222	0	10.75	5.952380952
1579040	222222	0	0.75	5.952380952
1579061	222222	0	25.75	3.452380952
1579148	222222	0	19.55059524	2.651785714
1579162	222222	0	-12.44940476	10.65178571
1579165	222222	0	-0.449404762	6.651785714
1579211	222222	0	11.95238095	4.651785714
1579215	222222	0	-11.04761905	10.65178571
1579237	222222	0	12.65178571	4.25
1579259	222222	0	-5.648809524	5.75
1579264	222222	0	5.351190476	7.75
1579269	222222	0	-12.64880952	11.75
1579304	222222	0	-13.84821429	10.15178571
1579309	222222	0	-1.848214286	5.151785714
1579614	222222	0	-14.75	10.95238095
1579940	222222	0	-3.75	15.45238095
1579954	222222	24	43.75	9.452380952
1579987	222222	0	-11.54761905	17.15178571
1580177	222222	0	25.75	8.452380952
1580196	222222	28	9.75	7.452380952
1580202	222222	0	28.75	12.45238095
1580221	222222	0	29.25	6.952380952
1580248	222222	0	0.952380953	11.25
1580253	222222	0	16.95238095	10.25
1580265	222222	0	26.95238095	12.25
1580276	222222	0	19.55059524	9.651785714
1580292	222222	0	36.55059524	14.65178571
1581166	222222	0	1.25	12.45238095
1581171	222222	0	15.25	10.45238095
1581176	222222	24	10.25	8.452380952
1581310	222222	0	-2.25	10.45238095
1581344	222222	0	-0.25	13.45238095
1581383	222222	0	9.25	10.95238095
1581392	222222	0	4.25	13.95238095
1581407	222222	0	-1.75	14.95238095
1581432	222222	0	1.25	10.95238095
1581445	222222	0	-2.75	13.95238095
1581458	222222	0	-5.75	12.95238095
1581461	222222	0	-14.75	13.95238095
1581481	222222	4	-7.047619047	11.25
1581509	222222	0	34.95238095	11.25
1581517	222222	0	2.952380953	12.25
1581524	222222	0	-1.047619047	13.25
1581550	222222	0	-3.047619047	13.25
1581574	222222	40	10.55059524	11.65178571
1581600	222222	0	-11.44940476	11.65178571
1581623	222222	0	18.55059524	12.65178571
1581655	222222	0	21.45238095	12.15178571
1581695	222222	56	9.452380953	8.151785714
1581697	222222	0	-6.547619047	14.15178571
1581709	222222	0	17.45238095	13.15178571
1581741	222222	100	33.95238095	12.65178571
1581757	222222	0	-9.047619047	11.65178571
1581771	222222	0	8.952380953	14.65178571
1581846	222222	0	20.65178571	10.25
1581867	222222	100	33.65178571	13.25
1581875	222222	0	11.65178571	9.25
1581899	222222	0	15.65178571	12.25
1581925	222222	0	-9.648809524	12.75
1581928	222222	0	21.35119048	12.75
1581944	222222	0	-6.648809524	13.75
1581945	222222	0	15.35119048	12.75
1581977	222222	0	-2.648809524	13.75
1581978	222222	0	-15.64880952	16.75
1581984	222222	0	35.35119048	15.75
1581992	222222	24	11.35119048	11.75
1581995	222222	0	7.151785714	9.151785714
1581998	222222	0	17.15178571	13.15178571
1582017	222222	0	12.15178571	10.15178571
1582019	222222	0	-15.84821429	13.15178571
1582024	222222	100	14.15178571	11.15178571
1582032	222222	48	20.15178571	13.15178571
1582052	222222	0	-4.848214286	10.15178571
1582097	222222	0	31.05059524	13.85119048
1582103	222222	0	-8.949404762	13.85119048
1582120	222222	0	4.050595238	10.85119048
1582128	222222	0	-6.949404762	15.85119048
1582135	222222	0	-14.94940476	15.85119048
1582828	222222	0	15.75	11.45238095
1582829	222222	24	10.75	10.45238095
1582858	222222	0	3.25	13.95238095
1582903	222222	0	16.55059524	11.65178571
1583578	222222	0	33.75	18.45238095
1583585	222222	0	8.151785714	18.15178571
1583843	222222	0	-0.047619047	35.25
1583861	222222	100	8.550595238	35.65178571
1583867	222222	92	-8.547619047	32.15178571
1584059	222222	52	8.75	35.95238095
1584065	222222	0	0.25	34.95238095
1584075	222222	0	-10.04761905	29.25
1628232	222222	0	61.25	43.452381
1628296	222222	16	113.25	40.45238095
1628316	222222	0	117.25	-0.547619048
1628386	222222	0	101.25	36.45238095
1628395	222222	0	82.25	29.45238095
1628412	222222	0	-65.75	0.452380952
1628424	222222	0	107.25	40.45238095
1628447	222222	0	45.25	36.45238095
1628454	222222	0	-119.75	35.45238095
1628460	222222	0	-42.75	-4.547619048
1628505	222222	0	-101.75	30.45238095
1628517	222222	84	42.25	39.45238095
1628569	222222	0	-92.75	50.45238095
1628578	222222	0	0.25	14.45238095
1628582	222222	60	122.25	45.45238095
1628583	222222	0	7.25	6.452380952
1628587	222222	0	17.25	-4.547619048
1628598	222222	52	101.25	22.45238095
1628603	222222	0	103.25	28.45238095
1628611	222222	0	8.25	44.45238095
1628619	222222	0	-41.75	-8.547619048
1628624	222222	0	-48.75	-7.547619048
1628654	222222	0	94.25	31.45238095
1628696	222222	0	41.25	38.45238095
1628698	222222	0	81.25	18.45238095
1628709	222222	0	-108.75	27.45238095
1628720	222222	0	98.25	39.45238095
1628725	222222	0	-98.75	26.45238095
1628778	222222	0	-74.75	-11.54761905
1628783	222222	100	67.25	50.45238095
1628789	222222	0	-116.75	53.45238095
1628807	222222	0	120.25	15.45238095
1628815	222222	0	135.25	35.45238095
1628847	222222	0	64.25	37.45238095
1628849	222222	56	76.25	53.45238095
1628879	222222	0	175.25	-41.54761905
1628920	222222	0	-50.75	-26.54761905
1628939	222222	0	55.25	50.45238095
1628944	222222	0	65.25	40.45238095
1628976	222222	0	-45.75	-8.547619048
1629014	222222	0	-8.75	7.452380952
1629016	222222	0	-43.75	-2.547619048
1629038	222222	0	112.25	2.452380952
1629040	222222	0	140.25	42.45238095
1629061	222222	0	21.25	-16.54761905
1629070	222222	0	101.25	-0.547619048
1629076	222222	0	-37.75	-7.547619048
1629103	222222	0	99.25	32.45238095
1629111	222222	0	-150.75	61.45238095
1629137	222222	0	120.25	-3.547619048
1629144	222222	0	-95.75	17.45238095
1629150	222222	0	-75.75	5.452380952
1629224	222222	0	43.25	0.452380952
1629257	222222	0	-49.75	-28.54761905
1629292	222222	0	-64.75	-7.547619048
1629297	222222	0	44.25	41.45238095
1629298	222222	0	-55.75	-17.54761905
1629310	222222	0	145.25	-7.547619048
1629311	222222	0	28.25	-24.54761905
1629376	222222	8	-99.75	18.45238095
1629432	222222	100	67.25	53.45238095
1629463	222222	12	-51.75	-28.54761905
1629468	222222	100	-105.75	49.45238095
1629473	222222	0	-110.75	52.45238095
1629496	222222	12	-53.75	-29.54761905
1629515	222222	12	118.25	28.45238095
1629582	222222	0	-46.75	-17.54761905
1629589	222222	0	-80.75	46.45238095
1629605	222222	20	60.25	41.45238095
1629615	222222	0	-45.75	-1.547619048
1629620	222222	0	17.25	40.45238095
1629680	222222	0	-95.75	34.45238095
1629686	222222	56	130.25	48.45238095
1629718	222222	100	44.25	48.45238095
1629730	222222	0	-86.75	46.45238095
1629779	222222	0	-111.75	44.45238095
1629795	222222	72	27.25	40.45238095
1629811	222222	92	23.25	49.45238095
1629833	222222	0	98.25	19.45238095
1629863	222222	0	-50.75	0.452380952
1629870	222222	0	73.25	19.45238095
1629872	222222	0	80.25	20.45238095
1629903	222222	0	-111.75	39.45238095
1629947	222222	0	21.25	53.45238095
1629948	222222	60	124.25	42.45238095
1629975	222222	0	121.25	15.45238095
1630017	222222	0	37.25	39.45238095
1630019	222222	0	100.25	47.45238095
1630110	222222	0	-54.75	-15.54761905
1630174	222222	0	-78.75	50.45238095
1630185	222222	0	-62.75	9.452380952
1630204	222222	0	-92.75	47.45238095
1630258	222222	0	-65.75	-16.54761905
1630276	222222	0	96.25	22.45238095
1630288	222222	0	-78.75	40.45238095
1630313	222222	100	53.25	51.45238095
1630321	222222	100	145.25	-34.54761905
1630348	222222	0	101.25	38.45238095
1630354	222222	0	-39.75	-18.54761905
1630361	222222	0	42.25	56.45238095
1630362	222222	100	-111.75	32.45238095
1630382	222222	100	-102.75	45.45238095
1630416	222222	0	31.25	38.45238095
1630421	222222	0	38.25	56.45238095
1630439	222222	0	-111.75	54.45238095
1630448	222222	100	46.25	31.45238095
1630451	222222	56	14.25	58.45238095
1630495	222222	0	15.25	57.45238095
1630505	222222	100	-102.75	40.45238095
1630556	222222	0	99.25	16.45238095
1630588	222222	0	-107.75	59.45238095
1630601	222222	0	136.25	52.45238095
1630623	222222	0	-83.75	36.45238095
1630661	222222	0	46.25	49.45238095
1630707	222222	28	110.75	-8.047619048
1630708	222222	96	48.75	38.95238095
1630712	222222	36	104.75	23.95238095
1630734	222222	100	171.75	-44.04761905
1630735	222222	0	119.75	26.95238095
1630777	222222	100	49.75	35.95238095
1630806	222222	0	80.75	19.95238095
1630930	222222	0	-89.25	17.95238095
1630941	222222	0	127.75	52.95238095
1630975	222222	0	-95.25	32.95238095
1630988	222222	100	-55.25	-23.04761905
1630995	222222	0	104.25	1.452380952
1630999	222222	64	117.25	33.45238095
1631005	222222	64	77.25	13.45238095
1631032	222222	76	114.25	32.45238095
1631040	222222	0	116.25	52.45238095
1631099	222222	88	115.25	32.45238095
1631128	222222	20	26.25	-28.54761905
1631151	222222	88	27.25	41.45238095
1631195	222222	52	81.25	25.45238095
1631240	222222	0	-8.75	40.45238095
1631249	222222	0	16.25	51.45238095
1631310	222222	80	-92.75	41.45238095
1631351	222222	0	34.25	-24.54761905
1631375	222222	0	48.25	-20.54761905
1631384	222222	100	50.25	56.45238095
1631390	222222	0	99.25	8.452380952
1631430	222222	64	115.25	36.45238095
1631434	222222	100	-50.75	-22.54761905
1631485	222222	0	108.25	13.45238095
1631536	222222	0	-116.75	47.45238095
1631552	222222	0	38.25	-5.547619048
1631565	222222	100	80.25	22.45238095
1631568	222222	84	-106.75	49.45238095
1631573	222222	48	2.25	44.45238095
1631589	222222	100	-52.75	-23.54761905
1631632	222222	0	-76.75	36.45238095
1631634	222222	0	36.25	-8.547619048
1631641	222222	100	-93.75	44.45238095
1631769	222222	0	-53.75	-22.54761905
1631790	222222	0	112.25	34.45238095
1631818	222222	0	45.25	25.45238095
1631821	222222	28	116.25	39.45238095
1631831	222222	96	75.25	24.45238095
1631888	222222	0	82.25	40.45238095
1631889	222222	0	47.25	27.45238095
1631915	222222	0	49.25	46.45238095
1631918	222222	0	101.25	62.45238095
1631950	222222	0	73.25	39.45238095
1631965	222222	0	133.25	-22.54761905
1631977	222222	0	-61.75	-5.547619048
1632014	222222	0	-60.75	-8.547619048
1632015	222222	0	74.25	66.45238095
1632033	222222	0	-68.75	-37.54761905
1632035	222222	0	-63.75	-8.547619048
1632037	222222	0	103.25	0.452380952
1632053	222222	0	45.25	45.45238095
1632083	222222	0	56.25	24.45238095
1632097	222222	0	23.25	-22.54761905
1632122	222222	0	-147.75	65.45238095
1632160	222222	0	-77.75	49.45238095
1632161	222222	0	-7.75	28.45238095
1632172	222222	0	60.25	34.45238095
1632179	222222	0	62.25	41.45238095
1632205	222222	0	-70.75	-40.54761905
1632217	222222	0	54.25	23.45238095
1632227	222222	0	25.25	66.45238095
1632229	222222	0	61.25	39.45238095
1632240	222222	0	-0.75	7.452380952
1632241	222222	0	24.25	68.45238095
1632242	222222	0	128.25	66.45238095
1632256	222222	0	60.25	25.45238095
1632261	222222	0	115.25	25.45238095
1632267	222222	0	99.25	1.452380952
1632288	222222	0	93.25	35.45238095
1632298	222222	0	-127.75	55.45238095
1632328	222222	0	-9.75	6.452380952
1632346	222222	0	-44.75	-16.54761905
1632392	222222	0	62.25	52.45238095
1632402	222222	0	41.25	0.452380952
1632410	222222	0	-57.75	-18.54761905
1632443	222222	0	36.25	36.45238095
1632450	222222	0	-54.75	-26.54761905
1632457	222222	0	39.25	-15.54761905
1632458	222222	0	-48.75	-11.54761905
1632463	222222	0	-47.75	-8.547619048
1632490	222222	0	12.25	7.452380952
1632553	222222	0	44.25	14.45238095
1632576	222222	0	167.25	-45.54761905
1632595	222222	0	101.25	34.45238095
1632634	222222	0	-92.75	46.45238095
1632642	222222	0	103.25	33.45238095
1632644	222222	100	-42.75	-17.54761905
1632652	222222	0	96.25	30.45238095
1632660	222222	0	-42.75	-6.547619048
1632674	222222	0	43.25	1.452380952
1632690	222222	0	-58.75	-13.54761905
1632756	222222	0	-109.75	32.45238095
1632767	222222	0	-39.75	-6.547619048
1632773	222222	0	-104.75	37.45238095
1632774	222222	0	86.25	43.45238095
1632790	222222	0	143.25	-34.54761905
1632802	222222	0	134.25	-2.547619048
1632831	222222	0	36.25	34.45238095
1632837	222222	0	20.25	-15.54761905
1632842	222222	0	-9.75	8.452380952
1632855	222222	0	58.25	27.45238095
1632875	222222	0	-64.75	-12.54761905
1632888	222222	0	53.25	46.45238095
1632904	222222	0	106.25	47.45238095
1632915	222222	0	-96.75	38.45238095
1632939	222222	72	78.25	39.45238095
1632948	222222	0	-109.75	27.45238095
1632950	222222	0	67.25	34.45238095
1632964	222222	0	-106.75	45.45238095
1632972	222222	0	92.25	31.45238095
1632975	222222	0	-58.75	-34.54761905
1632982	222222	0	105.25	38.45238095
1633003	222222	0	81.25	45.45238095
1633028	222222	0	65.25	49.45238095
1633039	222222	0	-55.75	-20.54761905
1633096	222222	0	40.25	38.45238095
1633132	222222	0	97.25	24.45238095
1633152	222222	0	98.75	29.95238095
1633170	222222	0	-109.25	35.95238095
1633193	222222	100	112.75	2.952380952
1633206	222222	0	-111.25	32.95238095
1633213	222222	0	-79.25	-2.047619048
1633241	222222	4	-102.25	19.95238095
1633256	222222	0	-75.25	1.952380952
1633261	222222	0	-59.25	-3.047619048
1633297	222222	0	96.75	4.952380952
1633355	222222	0	89.75	31.95238095
1633372	222222	0	74.75	40.95238095
1633419	222222	0	13.75	-4.047619048
1633423	222222	0	64.75	48.95238095
1633429	222222	0	25.75	2.952380952
1633454	222222	0	41.75	1.952380952
1633466	222222	0	-44.25	-22.04761905
1633473	222222	0	107.75	12.95238095
1633492	222222	20	44.75	13.95238095
1633515	222222	0	-9.25	8.952380952
1633557	222222	0	-48.25	-2.047619048
1633566	222222	0	27.75	-31.04761905
1633568	222222	0	-71.25	6.952380952
1633586	222222	0	26.75	-22.04761905
1633596	222222	0	-73.25	-0.047619048
1633636	222222	0	-97.25	29.95238095
1633658	222222	0	48.75	30.95238095
1633660	222222	0	25.75	-3.047619048
1633685	222222	0	-74.25	4.952380952
1633705	222222	0	-44.25	-16.04761905
1633706	222222	0	45.75	47.95238095
1633744	222222	0	67.75	50.95238095
1633755	222222	0	-103.25	19.95238095
1633769	222222	0	140.75	-3.047619048
1633779	222222	0	-70.25	7.952380952
1633780	222222	0	97.75	49.95238095
1633801	222222	0	39.75	-14.04761905
1633804	222222	0	-39.25	-15.04761905
1633860	222222	0	-80.25	8.952380952
1633867	222222	16	-51.25	-26.04761905
1633886	222222	0	-59.25	-19.04761905
1633901	222222	0	-92.25	16.95238095
1633906	222222	32	109.75	37.95238095
1633942	222222	0	-105.25	20.95238095
1633971	222222	0	25.75	-5.047619048
1634001	222222	0	46.75	-16.04761905
1634040	222222	0	30.75	11.95238095
1634041	222222	0	22.75	-9.047619048
1634064	222222	20	-106.25	28.95238095
1634108	222222	0	23.75	41.95238095
1634118	222222	0	10.75	3.952380952
1634124	222222	0	64.75	36.95238095
1634147	222222	0	113.75	23.95238095
1634151	222222	0	29.75	-0.047619048
1634152	222222	0	114.75	29.95238095
1634169	222222	0	36.75	8.952380952
1634174	222222	24	107.75	-7.047619048
1634203	222222	0	23.75	-16.04761905
1634205	222222	0	13.75	11.95238095
1634212	222222	0	11.75	2.952380952
1634226	222222	0	-62.25	-18.04761905
1634243	222222	0	97.75	30.95238095
1634255	222222	0	-109.25	26.95238095
1634272	222222	0	14.75	-16.04761905
1634277	222222	0	22.75	-6.047619048
1634290	222222	0	135.75	-4.047619048
1634299	222222	0	-67.25	7.952380952
1634305	222222	0	98.75	49.95238095
1634308	222222	0	101.75	24.95238095
1634458	222222	0	148.75	-23.04761905
1634467	222222	0	-75.25	-10.04761905
1634469	222222	0	26.75	-9.047619048
1634497	222222	0	30.75	-15.04761905
1634506	222222	0	-99.25	41.95238095
1634548	222222	0	-105.25	39.95238095
1634617	222222	4	-55.25	-30.04761905
1634620	222222	0	64.75	33.95238095
1634626	222222	20	35.75	33.95238095
1634634	222222	0	100.75	48.95238095
1634646	222222	0	110.75	32.95238095
1634667	222222	0	43.75	35.95238095
1634697	222222	100	70.75	53.95238095
1634709	222222	0	-116.25	38.95238095
1634715	222222	0	-121.25	47.95238095
1634723	222222	0	91.75	32.95238095
1634747	222222	0	42.75	38.95238095
1634760	222222	36	107.75	21.95238095
1634779	222222	0	58.75	49.95238095
1634804	222222	0	-105.25	42.95238095
1634821	222222	0	14.75	44.95238095
1634833	222222	0	83.75	29.95238095
1634840	222222	0	117.75	45.95238095
1634874	222222	0	1.75	35.95238095
1634881	222222	0	72.75	28.95238095
1634928	222222	0	90.75	32.95238095
1634967	222222	0	-111.25	36.95238095
1634992	222222	0	-5.25	34.95238095
1634994	222222	0	56.75	48.95238095
1635010	222222	0	69.75	54.95238095
1635018	222222	52	18.75	44.95238095
1635042	222222	0	52.75	49.95238095
1635055	222222	0	-75.25	6.452380952
1635080	222222	8	114.75	3.452380952
1635104	222222	0	-64.25	7.452380952
1635130	222222	0	106.75	39.45238095
1635152	222222	0	-42.25	-21.54761905
1635170	222222	0	144.75	-34.54761905
1635175	222222	0	-113.25	35.45238095
1635241	222222	0	-56.25	-22.54761905
1635311	222222	0	81.75	29.45238095
1635331	222222	0	32.75	11.45238095
1635367	222222	0	-98.25	27.45238095
1635371	222222	0	17.75	-4.547619048
1635384	222222	0	98.75	3.452380952
1635411	222222	0	17.75	-15.54761905
1635443	222222	0	94.75	34.45238095
1635445	222222	0	101.75	-0.547619048
1635451	222222	0	138.75	-6.547619048
1635460	222222	0	103.75	-4.547619048
1635497	222222	0	27.75	-1.547619048
1635504	222222	0	-80.25	8.452380952
1635520	222222	0	-100.25	28.45238095
1635525	222222	0	-37.25	-7.547619048
1635528	222222	0	-50.25	-28.54761905
1635538	222222	0	117.75	1.452380952
1635566	222222	24	-103.25	25.45238095
1635569	222222	0	-100.25	18.45238095
1635573	222222	0	107.75	-7.547619048
1635586	222222	0	-75.25	7.452380952
1635621	222222	0	-52.25	-20.54761905
1635651	222222	0	-57.25	-33.54761905
1635666	222222	0	69.75	34.45238095
1635672	222222	0	-69.25	8.452380952
1635686	222222	0	29.75	-7.547619048
1635692	222222	0	13.75	-12.54761905
1635742	222222	0	18.75	-16.54761905
1635756	222222	0	3.75	44.45238095
1635775	222222	0	39.75	3.452380952
1635788	222222	0	13.75	-8.547619048
1635796	222222	0	28.75	8.452380952
1635819	222222	0	-43.25	-2.547619048
1635879	222222	0	-46.25	-9.547619048
1635894	222222	0	78.75	12.45238095
1635903	222222	0	21.75	-6.547619048
1635946	222222	0	26.75	-5.547619048
1635993	222222	0	137.75	-2.547619048
1635996	222222	0	26.75	8.452380952
1636009	222222	0	113.75	27.45238095
1636021	222222	0	150.75	-5.547619048
1636056	222222	0	-43.25	-14.54761905
1636071	222222	0	3.75	43.45238095
1636105	222222	0	-73.25	9.452380952
1636121	222222	0	-64.25	-15.54761905
1636148	222222	0	27.75	40.45238095
1636158	222222	0	80.75	45.45238095
1636185	222222	0	-108.25	30.45238095
1636186	222222	0	32.75	56.45238095
1636199	222222	0	87.75	29.45238095
1636274	222222	0	71.75	52.45238095
1636281	222222	0	101.75	51.45238095
1636286	222222	0	67.75	42.45238095
1636316	222222	0	79.75	46.45238095
1636341	222222	0	58.75	49.45238095
1636361	222222	0	-73.25	-41.54761905
1636410	222222	64	103.75	26.45238095
1636440	222222	0	81.75	49.45238095
1636476	222222	0	-102.25	18.45238095
1636480	222222	0	13.75	47.45238095
1636553	222222	0	105.75	38.45238095
1636582	222222	0	50.75	36.45238095
1636633	222222	0	17.75	43.45238095
1636642	222222	0	166.75	-45.54761905
1636644	222222	100	68.75	52.45238095
1636659	222222	0	-113.25	41.45238095
1636674	222222	0	13.75	46.45238095
1636711	222222	0	-101.25	18.45238095
1636724	222222	0	143.75	-33.54761905
1636732	222222	100	48.75	35.45238095
1636761	222222	0	48.75	37.45238095
1636814	222222	0	29.75	36.45238095
1636834	222222	0	16.75	-15.54761905
1636844	222222	100	95.75	36.45238095
1636933	222222	0	-85.75	13.95238095
1636948	222222	12	-40.75	-13.04761905
1636952	222222	0	132.25	-1.047619048
1636957	222222	0	103.25	3.952380952
1636962	222222	0	-51.75	0.952380952
1636968	222222	0	104.25	-3.047619048
1636975	222222	0	105.25	-3.047619048
1636995	222222	0	-44.75	-19.04761905
1637020	222222	20	-75.75	5.952380952
1637022	222222	0	-73.75	8.952380952
1637045	222222	0	-41.75	-13.04761905
1637061	222222	56	103.25	-4.047619048
1637075	222222	0	-62.75	-21.04761905
1637079	222222	0	117.25	27.95238095
1637098	222222	0	46.25	-23.04761905
1637102	222222	0	101.25	17.95238095
1637103	222222	0	-52.75	-31.04761905
1637111	222222	0	24.25	-8.047619048
1637117	222222	0	99.25	30.95238095
1637129	222222	0	144.25	-33.04761905
1637146	222222	0	-63.75	7.952380952
1637179	222222	0	13.25	-8.047619048
1637214	222222	0	39.25	-2.047619048
1637215	222222	0	27.25	-6.047619048
1637220	222222	0	-71.75	2.952380952
1637234	222222	0	122.25	16.95238095
1637248	222222	0	100.25	35.95238095
1637251	222222	0	-65.75	9.952380952
1637261	222222	0	22.25	1.952380952
1637313	222222	0	-39.75	-8.047619048
1637328	222222	0	36.25	0.952380952
1637330	222222	0	-36.75	-10.04761905
1637388	222222	0	-105.75	27.95238095
1637390	222222	0	-41.75	-7.047619048
1637394	222222	0	-10.75	10.95238095
1637488	222222	0	27.25	10.95238095
1637489	222222	0	14.25	-8.047619048
1637502	222222	0	35.25	7.952380952
1637515	222222	0	33.25	-8.047619048
1637534	222222	0	-70.75	-14.04761905
1637540	222222	0	39.25	-1.047619048
1637544	222222	0	92.25	23.95238095
1637558	222222	0	-120.75	35.95238095
1637579	222222	0	46.25	-16.04761905
1637619	222222	0	103.25	36.95238095
1637620	222222	0	-43.75	-11.04761905
1637626	222222	0	151.25	-31.04761905
1637633	222222	0	118.25	26.95238095
1637692	222222	92	-69.75	-16.04761905
1637696	222222	0	-4.75	6.952380952
1637702	222222	0	29.25	-1.047619048
1637730	222222	0	39.25	-14.04761905
1637763	222222	0	-68.75	6.952380952
1637764	222222	0	-6.75	14.95238095
1637778	222222	0	32.25	3.952380952
1637779	222222	0	-43.75	-16.04761905
1637783	222222	0	117.25	-0.047619048
1637831	222222	0	166.25	-22.04761905
1637832	222222	92	71.25	24.95238095
1637837	222222	0	-74.75	5.952380952
1637859	222222	0	46.25	35.95238095
1637865	222222	0	13.25	-14.04761905
1637868	222222	0	24.25	3.952380952
1637870	222222	0	38.25	-3.047619048
1637919	222222	0	31.25	-6.047619048
1637929	222222	0	-78.75	-6.047619048
1637951	222222	0	26.75	52.45238095
1637955	222222	0	73.75	49.45238095
1637981	222222	0	83.75	49.45238095
1637998	222222	0	73.25	41.95238095
1638010	222222	0	-104.75	25.95238095
1638014	222222	0	42.25	42.95238095
1638029	222222	0	5.25	51.95238095
1638057	222222	0	61.25	35.95238095
1638060	222222	0	106.25	47.95238095
1638088	222222	0	75.25	44.95238095
1638099	222222	0	65.25	50.95238095
1638121	222222	0	151.25	-25.04761905
1638133	222222	0	-82.75	29.95238095
1638154	222222	0	160.25	-9.047619048
1638168	222222	0	-46.75	-13.04761905
1638169	222222	0	-47.75	-16.04761905
1638179	222222	0	95.25	34.95238095
1638214	222222	0	-110.75	36.95238095
1638253	222222	0	47.25	36.95238095
1638280	222222	0	-56.75	-33.04761905
1638289	222222	0	98.25	34.95238095
1638310	222222	0	49.25	49.95238095
1638312	222222	16	98.25	24.95238095
1638323	222222	52	47.25	39.95238095
1638355	222222	0	45.25	32.95238095
1638380	222222	0	100.25	47.95238095
1638399	222222	0	11.25	46.95238095
1638421	222222	0	14.25	45.95238095
1638431	222222	0	115.25	47.95238095
